name,orcid,link,date,is_a_link,id,automatic_pdf_download
Anna Aleksandra Banik,https://orcid.org/0000-0002-8674-9981,https://doi.org/10.1037/rep0000281,2019-05-30,1,Anna_Aleksandra_Banik_14,0
Anna Aleksandra Banik,https://orcid.org/0000-0002-8674-9981,https://doi.org/10.1037/rep0000199,2018,1,Anna_Aleksandra_Banik_15,0
Anna Aleksandra Banik,https://orcid.org/0000-0002-8674-9981,https://doi.org/10.1007/s12160-016-9821-9,2017,1,Anna_Aleksandra_Banik_16,1
Anna Aleksandra Banik,https://orcid.org/0000-0002-8674-9981,https://doi.org/10.1080/17437199.2017.1327325,2017,1,Anna_Aleksandra_Banik_17,1
Anna Aleksandra Banik,https://orcid.org/0000-0002-8674-9981,https://doi.org/10.1186/s12955-017-0645-5,2017,1,Anna_Aleksandra_Banik_18,1
Anna Aleksandra Banik,https://orcid.org/0000-0002-8674-9981,https://doi.org/10.5114/cipp.2015.52085,unrecovered,1,Anna_Aleksandra_Banik_19,1
Wiesław Jerzy Baryła,http://orcid.org/0000-0001-9929-1992,https://doi.org/10.1111/desc.13038,2021-03,1,Wiesław_Jerzy_Baryła_1,1
Wiesław Jerzy Baryła,http://orcid.org/0000-0001-9929-1992,https://doi.org/10.1111/spc3.12572,2020-12-24,1,Wiesław_Jerzy_Baryła_2,1
Wiesław Jerzy Baryła,http://orcid.org/0000-0001-9929-1992,https://doi.org/10.1016/j.paid.2019.02.025,2019-07,1,Wiesław_Jerzy_Baryła_3,1
Wiesław Jerzy Baryła,http://orcid.org/0000-0001-9929-1992,https://doi.org/10.1016/j.jesp.2018.06.007,2018-11,1,Wiesław_Jerzy_Baryła_4,1
Dorota Balbina Bednarek,https://orcid.org/0000-0003-4777-2588,https://doi.org/10.36145/doc2020.19,2020,1,Dorota_Balbina_Bednarek_1,0
Sylwia Bedyńska,https://orcid.org/0000-0001-8255-1946,https://doi.org/10.3389/fpsyg.2021.553964,2021,1,Sylwia_Bedyńska_1,0
Sylwia Bedyńska,https://orcid.org/0000-0001-8255-1946,https://doi.org/10.31648/pp.7838,2021-12-21,1,Sylwia_Bedyńska_2,0
Sylwia Bedyńska,https://orcid.org/0000-0001-8255-1946,https://doi.org/10.3389/fpsyg.2020.01241,2020,1,Sylwia_Bedyńska_3,1
Sylwia Bedyńska,https://orcid.org/0000-0001-8255-1946,https://doi.org/10.1002/pits.22413,2020-09-05,1,Sylwia_Bedyńska_4,1
Sylwia Bedyńska,https://orcid.org/0000-0001-8255-1946,https://doi.org/10.1007/s11218-020-09557-z,2020-04-25,1,Sylwia_Bedyńska_5,1
Sylwia Bedyńska,https://orcid.org/0000-0001-8255-1946,https://doi.org/10.1007/s11218-019-09478-6,2019-04-19,1,Sylwia_Bedyńska_6,1
Sylwia Bedyńska,https://orcid.org/0000-0001-8255-1946,https://doi.org/10.1097/jom.0000000000001226,2018,1,Sylwia_Bedyńska_7,1
Sylwia Bedyńska,https://orcid.org/0000-0001-8255-1946,https://doi.org/10.3389/fpsyg.2018.00428,2018,1,Sylwia_Bedyńska_8,1
Sylwia Bedyńska,https://orcid.org/0000-0001-8255-1946,https://doi.org/10.2478/v1067-010-0159-2,2017,1,Sylwia_Bedyńska_9,0
Sylwia Bedyńska,https://orcid.org/0000-0001-8255-1946,https://doi.org/10.1177/1359105317727842,2017,1,Sylwia_Bedyńska_10,1
Wojciech Zygmunt Białaszek,https://orcid.org/0000-0002-4672-4376,https://doi.org/10.1186/s12905-021-01174-y,2021-12,1,Wojciech_Zygmunt_Białaszek_1,1
Wojciech Zygmunt Białaszek,https://orcid.org/0000-0002-4672-4376,https://doi.org/10.1186/s12992-021-00782-5,2021-12,1,Wojciech_Zygmunt_Białaszek_2,0
Wojciech Zygmunt Białaszek,https://orcid.org/0000-0002-4672-4376,https://doi.org/10.3389/fpsyg.2021.656960,2021-06-29,1,Wojciech_Zygmunt_Białaszek_3,0
Wojciech Zygmunt Białaszek,https://orcid.org/0000-0002-4672-4376,https://doi.org/10.3389/fpsyg.2021.647975,2021-05-17,1,Wojciech_Zygmunt_Białaszek_4,0
Wojciech Zygmunt Białaszek,https://orcid.org/0000-0002-4672-4376,https://doi.org/10.1007/s12144-018-0092-4,2021-04-13,1,Wojciech_Zygmunt_Białaszek_5,1
Wojciech Zygmunt Białaszek,https://orcid.org/0000-0002-4672-4376,https://doi.org/10.1371/journal.pone.0233337,2020-05-22,1,Wojciech_Zygmunt_Białaszek_6,0
Wojciech Zygmunt Białaszek,https://orcid.org/0000-0002-4672-4376,https://doi.org/10.1038/s41598-019-45376-9,2019-12,1,Wojciech_Zygmunt_Białaszek_7,1
Wojciech Zygmunt Białaszek,https://orcid.org/0000-0002-4672-4376,https://doi.org/10.1007/s40732-019-00340-x,2019-09-22,1,Wojciech_Zygmunt_Białaszek_8,1
Wojciech Zygmunt Białaszek,https://orcid.org/0000-0002-4672-4376,https://doi.org/10.1080/13548506.2018.1459750,2018-04-03,1,Wojciech_Zygmunt_Białaszek_9,1
Wojciech Zygmunt Białaszek,https://orcid.org/0000-0002-4672-4376,https://doi.org/10.1007/s40732-017-0244-1,2017,1,Wojciech_Zygmunt_Białaszek_10,1
Wojciech Zygmunt Białaszek,https://orcid.org/0000-0002-4672-4376,https://doi.org/10.1515/ppb-2017-0060,2017,1,Wojciech_Zygmunt_Białaszek_11,0
Wojciech Zygmunt Białaszek,https://orcid.org/0000-0002-4672-4376,https://doi.org/10.1515/ppb-2017-0051,2017,1,Wojciech_Zygmunt_Białaszek_12,1
Wojciech Zygmunt Białaszek,https://orcid.org/0000-0002-4672-4376,https://doi.org/10.1515/ppb-2017-0052,2017,1,Wojciech_Zygmunt_Białaszek_13,0
Wojciech Zygmunt Białaszek,https://orcid.org/0000-0002-4672-4376,https://doi.org/10.1371/journal.pone.0182353,2017,1,Wojciech_Zygmunt_Białaszek_14,1
Olga Aleksandra Białobrzeska,https://orcid.org/0000-0002-0387-3187,https://doi.org/10.32872/spb.4683,2020-12-23,1,Olga_Aleksandra_Białobrzeska_1,0
Olga Aleksandra Białobrzeska,https://orcid.org/0000-0002-0387-3187,https://doi.org/10.1371/journal.pone.0213183,2019-02-28,1,Olga_Aleksandra_Białobrzeska_2,1
Olga Aleksandra Białobrzeska,https://orcid.org/0000-0002-0387-3187,https://doi.org/10.1016/j.lindif.2018.04.011,2019-01,1,Olga_Aleksandra_Białobrzeska_3,1
Olga Aleksandra Białobrzeska,https://orcid.org/0000-0002-0387-3187,https://doi.org/10.1177/2515245918810225,2018-12-24,1,Olga_Aleksandra_Białobrzeska_4,1
Olga Aleksandra Białobrzeska,https://orcid.org/0000-0002-0387-3187,https://doi.org/10.1016/j.paid.2018.01.018,2018-05,1,Olga_Aleksandra_Białobrzeska_5,1
Olga Aleksandra Białobrzeska,https://orcid.org/0000-0002-0387-3187,https://doi.org/10.1177/1745691618755704,2018-02,1,Olga_Aleksandra_Białobrzeska_6,1
Olga Aleksandra Białobrzeska,https://orcid.org/0000-0002-0387-3187,https://doi.org/10.1515/ppb-2017-0048,2017-09,1,Olga_Aleksandra_Białobrzeska_7,0
Maksymilian Adam Bielecki,https://orcid.org/0000-0002-2881-4976,https://doi.org/10.3390/brainsci11020178,2021-02,1,Maksymilian_Adam_Bielecki_1,1
Maksymilian Adam Bielecki,https://orcid.org/0000-0002-2881-4976,https://doi.org/10.1080/09540121.2019.1699641,2020,1,Maksymilian_Adam_Bielecki_2,1
Maksymilian Adam Bielecki,https://orcid.org/0000-0002-2881-4976,https://doi.org/10.26444/aaem/131119,2020,1,Maksymilian_Adam_Bielecki_3,0
Maksymilian Adam Bielecki,https://orcid.org/0000-0002-2881-4976,https://doi.org/10.1038/s41598-020-63296-x,2020,1,Maksymilian_Adam_Bielecki_4,1
Maksymilian Adam Bielecki,https://orcid.org/0000-0002-2881-4976,https://doi.org/10.12740/pp/onlinefirst/121980,2020-11,1,Maksymilian_Adam_Bielecki_5,0
Maksymilian Adam Bielecki,https://orcid.org/0000-0002-2881-4976,https://doi.org/10.5114/aic.2019.81438,2019,1,Maksymilian_Adam_Bielecki_6,1
Maksymilian Adam Bielecki,https://orcid.org/0000-0002-2881-4976,https://doi.org/10.5114/wiitm.2019.84678,2019,1,Maksymilian_Adam_Bielecki_7,1
Maksymilian Adam Bielecki,https://orcid.org/0000-0002-2881-4976,https://doi.org/10.5114/ceh.2019.89148,2019,1,Maksymilian_Adam_Bielecki_8,1
Maksymilian Adam Bielecki,https://orcid.org/0000-0002-2881-4976,https://doi.org/10.3389/fpsyg.2019.01757,2019,1,Maksymilian_Adam_Bielecki_9,1
Maksymilian Adam Bielecki,https://orcid.org/0000-0002-2881-4976,https://doi.org/10.5603/cj.a2017.0059,2018,1,Maksymilian_Adam_Bielecki_10,0
Maksymilian Adam Bielecki,https://orcid.org/0000-0002-2881-4976,https://doi.org/10.1111/anec.12564,2018,1,Maksymilian_Adam_Bielecki_11,1
Maksymilian Adam Bielecki,https://orcid.org/0000-0002-2881-4976,https://doi.org/10.1002/hbm.24208,2018,1,Maksymilian_Adam_Bielecki_12,0
Maksymilian Adam Bielecki,https://orcid.org/0000-0002-2881-4976,https://doi.org/10.3389/fpsyg.2017.01614,2017,1,Maksymilian_Adam_Bielecki_14,1
Maksymilian Adam Bielecki,https://orcid.org/0000-0002-2881-4976,https://doi.org/10.3389/fnhum.2017.00285,2017,1,Maksymilian_Adam_Bielecki_15,1
Maksymilian Adam Bielecki,https://orcid.org/0000-0002-2881-4976,https://doi.org/10.3389/fpsyg.2017.01365,2017,1,Maksymilian_Adam_Bielecki_16,1
Maksymilian Adam Bielecki,https://orcid.org/0000-0002-2881-4976,https://doi.org/10.18388/abp.2016_1436,2017,1,Maksymilian_Adam_Bielecki_17,0
Maksymilian Adam Bielecki,https://orcid.org/0000-0002-2881-4976,https://doi.org/10.5603/fc.2019.0008,unrecovered,1,Maksymilian_Adam_Bielecki_18,0
Monika Joanna Boberska,https://orcid.org/0000-0002-3685-3721,https://doi.org/10.1007/s10865-020-00138-1,2020-01-31,1,Monika_Joanna_Boberska_1,0
Monika Joanna Boberska,https://orcid.org/0000-0002-3685-3721,https://doi.org/10.1037/hea0000799,2019-12,1,Monika_Joanna_Boberska_2,0
Monika Joanna Boberska,https://orcid.org/0000-0002-3685-3721,https://doi.org/10.1111/bjhp.12385,2019-11,1,Monika_Joanna_Boberska_3,1
Monika Joanna Boberska,https://orcid.org/0000-0002-3685-3721,https://doi.org/10.1007/s12529-019-09780-9,2019-06,1,Monika_Joanna_Boberska_4,1
Monika Joanna Boberska,https://orcid.org/0000-0002-3685-3721,https://doi.org/10.1111/bjhp.12354,2019-05,1,Monika_Joanna_Boberska_5,1
Monika Joanna Boberska,https://orcid.org/0000-0002-3685-3721,https://doi.org/10.1016/j.mhpa.2019.03.002,2019-03,1,Monika_Joanna_Boberska_6,1
Monika Joanna Boberska,https://orcid.org/0000-0002-3685-3721,https://doi.org/10.1080/17437199.2017.1396191,2018,1,Monika_Joanna_Boberska_7,1
Monika Joanna Boberska,https://orcid.org/0000-0002-3685-3721,https://doi.org/10.1016/j.psychsport.2017.09.007,2018,1,Monika_Joanna_Boberska_8,1
Monika Joanna Boberska,https://orcid.org/0000-0002-3685-3721,https://doi.org/10.1080/08870446.2018.1489049,2018-10-03,1,Monika_Joanna_Boberska_9,1
Monika Joanna Boberska,https://orcid.org/0000-0002-3685-3721,https://doi.org/10.1515/hukin-2017-0149,2017,1,Monika_Joanna_Boberska_10,1
Konrad Maksymilian Bocian,https://orcid.org/0000-0002-8652-0167,https://doi.org/10.1177/01461672211013272,2021-05-28,1,Konrad_Maksymilian_Bocian_1,1
Konrad Maksymilian Bocian,https://orcid.org/0000-0002-8652-0167,https://doi.org/10.1016/j.jesp.2020.104098,2020-12-30,1,Konrad_Maksymilian_Bocian_2,1
Konrad Maksymilian Bocian,https://orcid.org/0000-0002-8652-0167,https://doi.org/10.1371/journal.pone.0244429,2020-12-30,1,Konrad_Maksymilian_Bocian_3,0
Konrad Maksymilian Bocian,https://orcid.org/0000-0002-8652-0167,https://doi.org/10.1111/sode.12480,2020-09,1,Konrad_Maksymilian_Bocian_4,1
Konrad Maksymilian Bocian,https://orcid.org/0000-0002-8652-0167,https://doi.org/10.1002/ejsp.2694,2020-06-04,1,Konrad_Maksymilian_Bocian_5,1
Konrad Maksymilian Bocian,https://orcid.org/0000-0002-8652-0167,https://doi.org/10.5964/spb.v13i2.26062,2018-05,1,Konrad_Maksymilian_Bocian_6,0
Edyta Ewa Bonk,https://orcid.org/0000-0001-7663-5262,https://doi.org/10.1080/03601277.2017.1283931,2017,1,Edyta_Ewa_Bonk_1,1
Anna Braniecka,https://orcid.org/0000-0003-1862-3284,https://doi.org/10.1002/brb3.1213,2019-02-21,1,Anna_Braniecka_1,1
Elwira Brygoła,https://orcid.org/0000-0002-6326-7760,https://doi.org/10.4467/20843879pr.19.004.10595,2019,1,Elwira_Brygoła_1,0
Aneta Brzezicka,https://orcid.org/0000-0003-1950-4180,https://doi.org/10.3390/nu13082504,2021-07-22,1,Aneta_Brzezicka_1,1
Aneta Brzezicka,https://orcid.org/0000-0003-1950-4180,https://doi.org/10.7554/elife.60595,2021-05-26,1,Aneta_Brzezicka_2,0
Aneta Brzezicka,https://orcid.org/0000-0003-1950-4180,https://doi.org/10.1016/j.heliyon.2021.e06724,2021-04,1,Aneta_Brzezicka_3,1
Aneta Brzezicka,https://orcid.org/0000-0003-1950-4180,https://sci-hub.se/10.3758/s13415-020-00778-5,2020,1,Aneta_Brzezicka_4,1
Aneta Brzezicka,https://orcid.org/0000-0003-1950-4180,https://sci-hub.se/10.1016/j.neuron.2020.01.032,2020,1,Aneta_Brzezicka_5,1
Aneta Brzezicka,https://orcid.org/0000-0003-1950-4180,https://sci-hub.se/10.1093/humrep/dew188,2020,1,Aneta_Brzezicka_6,1
Aneta Brzezicka,https://orcid.org/0000-0003-1950-4180,https://sci-hub.se/10.1111/nyas.14548,2020,1,Aneta_Brzezicka_7,1
Aneta Brzezicka,https://orcid.org/0000-0003-1950-4180,https://sci-hub.se/10.3791/60804,2020,1,Aneta_Brzezicka_10,0
Aneta Brzezicka,https://orcid.org/0000-0003-1950-4180,https://sci-hub.se/10.1142/s0129065718500466,2019,1,Aneta_Brzezicka_13,1
Aneta Brzezicka,https://orcid.org/0000-0003-1950-4180,https://sci-hub.se/10.1016/j.clinph.2019.04.390,2019,1,Aneta_Brzezicka_14,1
Aneta Brzezicka,https://orcid.org/0000-0003-1950-4180,https://sci-hub.se/10.3389/fnagi.2019.00126,2019,1,Aneta_Brzezicka_15,1
Aneta Brzezicka,https://orcid.org/0000-0003-1950-4180,https://sci-hub.se/10.1162/jocn_a_01417,2019,1,Aneta_Brzezicka_16,1
Aneta Brzezicka,https://orcid.org/0000-0003-1950-4180,https://sci-hub.se/10.1002/hbm.24208,2018,1,Aneta_Brzezicka_17,0
Aneta Brzezicka,https://orcid.org/0000-0003-1950-4180,https://sci-hub.se/10.1080/02699931.2016.1170669,2017,1,Aneta_Brzezicka_18,1
Aneta Brzezicka,https://orcid.org/0000-0003-1950-4180,https://sci-hub.se/10.5664/jcsm.6764,2017,1,Aneta_Brzezicka_19,1
Aneta Brzezicka,https://orcid.org/0000-0003-1950-4180,https://sci-hub.se/10.3389/fnhum.2017.00401,2017,1,Aneta_Brzezicka_20,1
Aneta Brzezicka,https://orcid.org/0000-0003-1950-4180,https://sci-hub.se/10.21697/sp.2017.17.2.01,2017,1,Aneta_Brzezicka_21,0
Jacek Marcin Buczny,https://orcid.org/0000-0002-4932-196X,https://doi.org/10.1177/1948550619887702,2021,1,Jacek_Marcin_Buczny_1,1
Jacek Marcin Buczny,https://orcid.org/0000-0002-4932-196X,https://doi.org/10.3389/fpsyg.2021.651759,2021-05-21,1,Jacek_Marcin_Buczny_4,0
Jacek Marcin Buczny,https://orcid.org/0000-0002-4932-196X,https://doi.org/10.3390/su12020748,2020,1,Jacek_Marcin_Buczny_5,1
Jacek Marcin Buczny,https://orcid.org/0000-0002-4932-196X,https://doi.org/10.1007/s11199-018-0906-8,2018,1,Jacek_Marcin_Buczny_11,1
Jacek Marcin Buczny,https://orcid.org/0000-0002-4932-196X,https://doi.org/10.1080/09589236.2016.1234369,2018,1,Jacek_Marcin_Buczny_12,1
Ewa Butowska,https://orcid.org/0000-0002-8156-8225,https://doi.org/10.1016/j.jml.2020.104189,2021,1,Ewa_Butowska_1,1
Katarzyna Byrka,https://orcid.org/0000-0003-4220-4063,https://doi.org/10.1007/s00404-020-05748-3,2021,1,Katarzyna_Byrka_1,1
Katarzyna Byrka,https://orcid.org/0000-0003-4220-4063,https://doi.org/10.1038/s41598-021-02036-1,2021-12,1,Katarzyna_Byrka_2,0
Katarzyna Byrka,https://orcid.org/0000-0003-4220-4063,https://doi.org/10.1037/mot0000245,2021-10-25,1,Katarzyna_Byrka_3,0
Katarzyna Byrka,https://orcid.org/0000-0003-4220-4063,https://doi.org/10.1016/j.rasd.2021.101826,2021-09,1,Katarzyna_Byrka_4,1
Katarzyna Byrka,https://orcid.org/0000-0003-4220-4063,https://doi.org/10.1016/j.appet.2021.105217,2021-08,1,Katarzyna_Byrka_5,1
Katarzyna Byrka,https://orcid.org/0000-0003-4220-4063,https://doi.org/10.1016/j.rasd.2021.101806,2021-08,1,Katarzyna_Byrka_6,1
Katarzyna Byrka,https://orcid.org/0000-0003-4220-4063,https://doi.org/10.3390/su13105716,2021-05-19,1,Katarzyna_Byrka_7,1
Katarzyna Byrka,https://orcid.org/0000-0003-4220-4063,https://doi.org/10.3390/en13184737,2020,1,Katarzyna_Byrka_8,1
Katarzyna Byrka,https://orcid.org/0000-0003-4220-4063,https://doi.org/10.3390/ijerph17239086,2020,1,Katarzyna_Byrka_9,1
Katarzyna Byrka,https://orcid.org/0000-0003-4220-4063,https://doi.org/10.3390/en12050907,2019,1,Katarzyna_Byrka_10,1
Katarzyna Byrka,https://orcid.org/0000-0003-4220-4063,https://doi.org/10.3389/fpsyg.2019.02701,2019,1,Katarzyna_Byrka_11,0
Katarzyna Byrka,https://orcid.org/0000-0003-4220-4063,https://sci-hub.se/10.32872/spb.v14i2.37842,2019,1,Katarzyna_Byrka_12,0
Katarzyna Byrka,https://orcid.org/0000-0003-4220-4063,https://sci-hub.se/10.32872/spb.v14i1.25804,2019,1,Katarzyna_Byrka_13,0
Katarzyna Byrka,https://orcid.org/0000-0003-4220-4063,https://doi.org/10.1002/ijop.12469,2019,1,Katarzyna_Byrka_14,1
Katarzyna Byrka,https://orcid.org/0000-0003-4220-4063,https://sci-hub.se/10.5114/hpr.2018.77804,2018,1,Katarzyna_Byrka_15,0
Katarzyna Byrka,https://orcid.org/0000-0003-4220-4063,https://doi.org/10.1371/journal.pone.0209620,2018,1,Katarzyna_Byrka_16,1
Katarzyna Byrka,https://orcid.org/0000-0003-4220-4063,https://doi.org/10.1016/j.jenvp.2018.06.002,2018,1,Katarzyna_Byrka_17,1
Katarzyna Byrka,https://orcid.org/0000-0003-4220-4063,https://doi.org/10.1016/j.appet.2018.04.012,2018,1,Katarzyna_Byrka_18,1
Katarzyna Byrka,https://orcid.org/0000-0003-4220-4063,https://doi.org/10.3389/fpsyg.2017.01705,2017,1,Katarzyna_Byrka_19,1
Katarzyna Byrka,https://orcid.org/0000-0003-4220-4063,https://doi.org/10.1177/0013916516653638,2017,1,Katarzyna_Byrka_20,1
Katarzyna Byrka,https://orcid.org/0000-0003-4220-4063,https://sci-hub.se/10.3389/fpsyg.2019.02701,unrecovered,1,Katarzyna_Byrka_21,0
Katarzyna Cantarero,https://orcid.org/0000-0003-2720-484X,https://doi.org/10.1016/j.paid.2018.05.013,2018,1,Katarzyna_Cantarero_1,1
Katarzyna Cantarero,https://orcid.org/0000-0003-2720-484X,https://doi.org/10.1093/chemse/bjy038,2018,1,Katarzyna_Cantarero_2,1
Katarzyna Cantarero,https://orcid.org/0000-0003-2720-484X,https://doi.org/10.1007/s12144-018-9945-0,2018,1,Katarzyna_Cantarero_3,1
Katarzyna Cantarero,https://orcid.org/0000-0003-2720-484X,https://doi.org/10.1080/00224545.2017.1327404,2018,1,Katarzyna_Cantarero_4,1
Katarzyna Cantarero,https://orcid.org/0000-0003-2720-484X,https://doi.org/10.1016/j.paid.2016.07.005,2017,1,Katarzyna_Cantarero_5,1
Katarzyna Cantarero,https://orcid.org/0000-0003-2720-484X,https://doi.org/10.3389/fpsyg.2017.01728,2017,1,Katarzyna_Cantarero_6,1
Katarzyna Cantarero,https://orcid.org/0000-0003-2720-484X,https://doi.org/10.1007/s12144-017-9651-3,2017,1,Katarzyna_Cantarero_7,1
Katarzyna Cantarero,https://orcid.org/0000-0003-2720-484X,https://doi.org/10.3389/fpsyg.2017.01199,2017,1,Katarzyna_Cantarero_8,1
Katarzyna Cantarero,https://orcid.org/0000-0003-2720-484X,https://doi.org/10.1177/0022022117698039,2017,1,Katarzyna_Cantarero_9,1
Katarzyna Cantarero,https://orcid.org/0000-0003-2720-484X,https://doi.org/10.1515/ppb-2017-0036,2017,1,Katarzyna_Cantarero_10,0
Katarzyna Cantarero,https://orcid.org/0000-0003-2720-484X,https://doi.org/10.3389/fpsyg.2017.00814,2017,1,Katarzyna_Cantarero_11,1
Agata Chudzicka-Czupała,https://orcid.org/0000-0002-6517-5018,https://doi.org/10.1038/s41598-021-85943-7,2021,1,Agata_Chudzicka-Czupała_1,1
Agata Chudzicka-Czupała,https://orcid.org/0000-0002-6517-5018,https://doi.org/10.1080/07481187.2019.1616855,2021,1,Agata_Chudzicka-Czupała_2,1
Agata Chudzicka-Czupała,https://orcid.org/0000-0002-6517-5018,https://doi.org/10.1371/journal.pone.0253145,2021-07-01,1,Agata_Chudzicka-Czupała_3,0
Agata Chudzicka-Czupała,https://orcid.org/0000-0002-6517-5018,https://doi.org/10.1186/s12955-020-01348-6,2020,1,Agata_Chudzicka-Czupała_4,1
Agata Chudzicka-Czupała,https://orcid.org/0000-0002-6517-5018,https://doi.org/10.1371/journal.pone.0243056,2020,1,Agata_Chudzicka-Czupała_5,0
Agata Chudzicka-Czupała,https://orcid.org/0000-0002-6517-5018,https://doi.org/10.3389/fpsyt.2020.569981,2020-09-09,1,Agata_Chudzicka-Czupała_6,1
Agata Chudzicka-Czupała,https://orcid.org/0000-0002-6517-5018,https://doi.org/10.13075/ijomeh.1896.01406,2019,1,Agata_Chudzicka-Czupała_7,0
Agata Chudzicka-Czupała,https://orcid.org/0000-0002-6517-5018,https://doi.org/10.13075/mp.5893.00800,2019,1,Agata_Chudzicka-Czupała_8,0
Agata Chudzicka-Czupała,https://orcid.org/0000-0002-6517-5018,https://doi.org/10.1111/ijsa.12241,2019-06,1,Agata_Chudzicka-Czupała_9,1
Agata Chudzicka-Czupała,https://orcid.org/0000-0002-6517-5018,https://doi.org/10.13075/mp.5893.00664,2018,1,Agata_Chudzicka-Czupała_10,0
Agata Chudzicka-Czupała,https://orcid.org/0000-0002-6517-5018,https://doi.org/10.14691/cppj.24.3.539,2018,1,Agata_Chudzicka-Czupała_12,0
Agata Chudzicka-Czupała,https://orcid.org/0000-0002-6517-5018,https://sci-hub.se/10.26417/ejes.v4i2.p35-40,2018,1,Agata_Chudzicka-Czupała_13,0
