name,orcid,link,date,journal
Aneta Brzezicka,https://orcid.org/0000-0003-1950-4180,Working memory capacity as a predictor of cognitive training efficacy in the elderly population,2019,Frontiers in Aging Neuroscience
Aneta Brzezicka,https://orcid.org/0000-0003-1950-4180,Working memory load-related theta power decreases in dorsolateral prefrontal cortex predict individual differences in performance,2019,Journal of cognitive neuroscience
Aneta Brzezicka,https://orcid.org/0000-0003-1950-4180,Real-time strategy video game experience and structural connectivity--A diffusion tensor imaging study,2018,Human brain mapping
Aneta Brzezicka,https://orcid.org/0000-0003-1950-4180,Frontal EEG alpha band asymmetry as a predictor of reasoning deficiency in depressed people,2017,Cognition and emotion
Aneta Brzezicka,https://orcid.org/0000-0003-1950-4180,Insomnia in pregnancy is associated with depressive symptoms and eating at night,2017,Journal of Clinical Sleep Medicine
Aneta Brzezicka,https://orcid.org/0000-0003-1950-4180,Neural signatures of rational and heuristic choice strategies: a single trial ERP analysis,2017,Frontiers in human neuroscience
Aneta Brzezicka,https://orcid.org/0000-0003-1950-4180,Skutecznósć treningów poznawczych w grupie osób starszych--przegląd badań,2017,Studia Psychologica: Theoria et praxis.
Jacek Marcin Buczny,https://orcid.org/0000-0002-4932-196X,https://doi.org/10.1177/1948550619887702,2021,Social Psychological and Personality Science
Jacek Marcin Buczny,https://orcid.org/0000-0002-4932-196X,Osobowość i pracoholizm,2021,Świat Problemów
Jacek Marcin Buczny,https://orcid.org/0000-0002-4932-196X,"Samokontrola, uzależnienie od jedzenia i nadwaga",2021,Świat Problemów
Jacek Marcin Buczny,https://orcid.org/0000-0002-4932-196X,https://doi.org/10.3389/fpsyg.2021.651759,2021-05-21,Frontiers in Psychology
Jacek Marcin Buczny,https://orcid.org/0000-0002-4932-196X,https://doi.org/10.3390/su12020748,2020,Sustainability
Jacek Marcin Buczny,https://orcid.org/0000-0002-4932-196X,Wykluczenie społeczne i hazard: Mechanizmy psychologiczne,2020-02,Świat Problemów
Jacek Marcin Buczny,https://orcid.org/0000-0002-4932-196X,Kwestionariusz Uzależnienia od Pracy (WCS): analiza trafności i rzetelności,2019,Przegląd Psychologiczny
Jacek Marcin Buczny,https://orcid.org/0000-0002-4932-196X,The Work Craving Scale (WCS): A Validity and Reliability Analysis,2019,Przegląd Psychologiczny
Jacek Marcin Buczny,https://orcid.org/0000-0002-4932-196X,Work Craving Scale (WCS): Validity and Reliability Analysis,2019,Przegląd Psychologiczny
Jacek Marcin Buczny,https://orcid.org/0000-0002-4932-196X,Zwiększanie samokontroli w terapii uzależnienia od hazardu,2019,Świat Problemów
Jacek Marcin Buczny,https://orcid.org/0000-0002-4932-196X,https://doi.org/10.1007/s11199-018-0906-8,2018,Sex Roles: A Journal of Research
Jacek Marcin Buczny,https://orcid.org/0000-0002-4932-196X,https://doi.org/10.1080/09589236.2016.1234369,2018,Journal of Gender Studies
Ewa Butowska,https://orcid.org/0000-0002-8156-8225,https://doi.org/10.1016/j.jml.2020.104189,2021,Journal of Memory and Language
Katarzyna Byrka,https://orcid.org/0000-0003-4220-4063,https://doi.org/10.1007/s00404-020-05748-3,2021,Archives of Gynecology and Obstetrics
Katarzyna Byrka,https://orcid.org/0000-0003-4220-4063,https://doi.org/10.1038/s41598-021-02036-1,2021-12,Scientific Reports
Katarzyna Byrka,https://orcid.org/0000-0003-4220-4063,https://doi.org/10.1037/mot0000245,2021-10-25,Motivation Science
Katarzyna Byrka,https://orcid.org/0000-0003-4220-4063,https://doi.org/10.1016/j.rasd.2021.101826,2021-09,Research in Autism Spectrum Disorders
Katarzyna Byrka,https://orcid.org/0000-0003-4220-4063,https://doi.org/10.1016/j.appet.2021.105217,2021-08,Appetite
Katarzyna Byrka,https://orcid.org/0000-0003-4220-4063,https://doi.org/10.1016/j.rasd.2021.101806,2021-08,Research in Autism Spectrum Disorders
Katarzyna Byrka,https://orcid.org/0000-0003-4220-4063,https://doi.org/10.3390/su13105716,2021-05-19,Sustainability
Katarzyna Byrka,https://orcid.org/0000-0003-4220-4063,https://doi.org/10.3390/en13184737,2020,Energies
Katarzyna Byrka,https://orcid.org/0000-0003-4220-4063,https://doi.org/10.3390/ijerph17239086,2020,International Journal of Environmental Research and Public Health
Katarzyna Byrka,https://orcid.org/0000-0003-4220-4063,https://doi.org/10.3390/en12050907,2019,Energies
Katarzyna Byrka,https://orcid.org/0000-0003-4220-4063,https://doi.org/10.3389/fpsyg.2019.02701,2019,Frontiers in Psychology
Katarzyna Byrka,https://orcid.org/0000-0003-4220-4063,Saying Good and Bad Things Behind Someone’s Back or to Their Face: Perceived Source Selflessness and Trust in Information Matter When the Information Is Positive.,2019,Social Psychological Bulletin
Katarzyna Byrka,https://orcid.org/0000-0003-4220-4063,https://doi.org/10.1002/ijop.12469,2019,International Journal of Psychology
Katarzyna Byrka,https://orcid.org/0000-0003-4220-4063,https://doi.org/10.32872/spb.v14i2.37842,2019-08-16,Social Psychological Bulletin
Katarzyna Byrka,https://orcid.org/0000-0003-4220-4063,Can regret prompt compensatory health behaviors? Findings from a clustered randomized trial with physically active adults,2018,Health Psychology Report
Katarzyna Byrka,https://orcid.org/0000-0003-4220-4063,https://doi.org/10.1371/journal.pone.0209620,2018,PLoS ONE
Katarzyna Byrka,https://orcid.org/0000-0003-4220-4063,https://doi.org/10.1016/j.jenvp.2018.06.002,2018,Journal of Environmental Psychology
Katarzyna Byrka,https://orcid.org/0000-0003-4220-4063,https://doi.org/10.1016/j.appet.2018.04.012,2018,Appetite
Katarzyna Byrka,https://orcid.org/0000-0003-4220-4063,https://doi.org/10.3389/fpsyg.2017.01705,2017,Frontiers in Psychology
Katarzyna Byrka,https://orcid.org/0000-0003-4220-4063,https://doi.org/10.1177/0013916516653638,2017,Environment and Behavior
Katarzyna Byrka,https://orcid.org/0000-0003-4220-4063,"Editorial: Methodological, Theoretical and Applied Advances in Behavioral Spillover",unrecovered,
Katarzyna Cantarero,https://orcid.org/0000-0003-2720-484X,https://doi.org/10.1016/j.paid.2018.05.013,2018,Personality and Individual Differences
