name,orcid,link,date,journal,id
Edyta Charzyńska,https://orcid.org/0000-0001-9375-1433,https://doi.org/10.1007/s12671-020-01450-2,2020-11-16,Mindfulness,Edyta_Charzyńska_6
Edyta Charzyńska,https://orcid.org/0000-0001-9375-1433,https://doi.org/10.1080/16066359.2019.1642332,2020-03-26,Addiction Research & Theory,Edyta_Charzyńska_7
Edyta Charzyńska,https://orcid.org/0000-0001-9375-1433,https://doi.org/10.1007/s12144-019-00361-3,2020-02-18,Current Psychology,Edyta_Charzyńska_8
Edyta Charzyńska,https://orcid.org/0000-0001-9375-1433,https://doi.org/10.1007/s10943-019-00911-w,2020-02-11,Journal of Religion and Health,Edyta_Charzyńska_9
Edyta Charzyńska,https://orcid.org/0000-0001-9375-1433,University connectedness among students and its measurement.,2019,Przegląd Pedagogiczny,Edyta_Charzyńska_10
Edyta Charzyńska,https://orcid.org/0000-0001-9375-1433,Being a grateful student :mediating mechanisms between gratitude and well-being among university students,2018,Ekon.-Prav. Vikliki Roku,Edyta_Charzyńska_11
Edyta Charzyńska,https://orcid.org/0000-0001-9375-1433,https://doi.org/10.1080/16066359.2018.1429595,2018,Addiction Research and Theory,Edyta_Charzyńska_12
Edyta Charzyńska,https://orcid.org/0000-0001-9375-1433,Aspekty wybaczania a jakość życia uwarunkowana stanem zdrowia wśród pacjentów z nowotworem,2017,Humanum,Edyta_Charzyńska_13
Edyta Charzyńska,https://orcid.org/0000-0001-9375-1433,Czytelność tekstów na stronach NFZ i MZ :analiza statystyczna oraz porównanie z popularnymi serwisami zdrowotnymi,2017,Hygeia (Warsz.),Edyta_Charzyńska_14
Maria Chełkowska-Zacharewicz,https://orcid.org/0000-0002-5214-0297,Jakim muzykiem chcesz być? Model elastyczności psychologicznej w służbie muzykom: wprowadzenie,2020-12-01,Konteksty Kształcenia Muzycznego,Maria_Chełkowska-Zacharewicz_1
Maria Chełkowska-Zacharewicz,https://orcid.org/0000-0002-5214-0297,https://doi.org/10.1177/0305735620927474,2020-07-02,Psychology of Music,Maria_Chełkowska-Zacharewicz_2
Maria Chełkowska-Zacharewicz,https://orcid.org/0000-0002-5214-0297,https://doi.org/10.18290/rpsych.2019.22.4-5,2019-06-29,Roczniki Psychologiczne,Maria_Chełkowska-Zacharewicz_3
Maria Chełkowska-Zacharewicz,https://orcid.org/0000-0002-5214-0297,https://doi.org/10.18290/rpsych.2019.22.2-4,2019-01-10,Roczniki Psychologiczne,Maria_Chełkowska-Zacharewicz_4
Maria Chełkowska-Zacharewicz,https://orcid.org/0000-0002-5214-0297,https://doi.org/10.14746/rfn.2018.19.10,2018-12-15,Res Facta Nova. Teksty o muzyce współczesnej,Maria_Chełkowska-Zacharewicz_5
Mikołaj Wit Cugowski,https://orcid.org/0000-0002-8602-0920,Diagnostic Issues in Cases of Juvenile with Substance Abuse Problem in Forensic Psychology Field,2018-12-30,European Journal of Social Science Education and Research,Mikołaj_Wit_Cugowski_1
Wiola Friedrich,https://orcid.org/0000-0001-7072-2605,https://doi.org/10.22432/pjsr.2021.21.21,2021-09-24,Resocjalizacja Polska,Wiola_Friedrich_1
Wiola Friedrich,https://orcid.org/0000-0001-7072-2605,https://doi.org/10.1016/j.paid.2020.110218,2020-12,Personality and Individual Differences,Wiola_Friedrich_2
Wiola Friedrich,https://orcid.org/0000-0001-7072-2605,Zakres badań psychologicznych przeprowadzonych w związku z przesłuchaniem w trybie art. 185a-185c k.p.k na tle uwag ogólnych dotyczących przesłuchania świadków,2019-05,Przegląd sądowy,Wiola_Friedrich_3
Wiola Friedrich,https://orcid.org/0000-0001-7072-2605,Oskarżony jako podmiot badań psychologicznych w procesie karnym - aspekty prawne i psychologiczn,2018,Przegląd sądowy,Wiola_Friedrich_4
Wiola Friedrich,https://orcid.org/0000-0001-7072-2605,https://doi.org/10.1016/j.jrp.2018.04.005,2018-06,Journal of Research in Personality,Wiola_Friedrich_5
Małgorzata Górnik-Durose,https://orcid.org/0000-0003-3395-5324,https://doi.org/10.1007/s10902-020-00349-y,2021-08,Journal of Happiness Studies,Małgorzata_Górnik-Durose_1
Małgorzata Górnik-Durose,https://orcid.org/0000-0003-3395-5324,Funkcjonalność materializmu - perspektywa kulturowa i ewolucyjna,2020,PRZEGLĄD PSYCHOLOGICZNY (THE REVIEW OF PSYCHOLOGY),Małgorzata_Górnik-Durose_2
Małgorzata Górnik-Durose,https://orcid.org/0000-0003-3395-5324,https://doi.org/10.1371/journal.pone.0243448,2020-12-03,PLOS ONE,Małgorzata_Górnik-Durose_3
Małgorzata Górnik-Durose,https://orcid.org/0000-0003-3395-5324,https://doi.org/10.1016/j.paid.2020.110075,2020-09,Personality and Individual Differences,Małgorzata_Górnik-Durose_4
Małgorzata Górnik-Durose,https://orcid.org/0000-0003-3395-5324,https://doi.org/10.1007/s10902-019-00089-8,2020-01-12,Journal of Happiness Studies,Małgorzata_Górnik-Durose_5
Małgorzata Górnik-Durose,https://orcid.org/0000-0003-3395-5324,https://doi.org/10.24425/ppb.2019.129450,2019-08-30,Polish Psychological Bulletin,Małgorzata_Górnik-Durose_6
Małgorzata Górnik-Durose,https://orcid.org/0000-0003-3395-5324,https://doi.org/10.5114/cipp.2017.66890,2018,Current Issues in Personality Psychology,Małgorzata_Górnik-Durose_7
Małgorzata Górnik-Durose,https://orcid.org/0000-0003-3395-5324,https://doi.org/10.1016/j.paid.2017.10.040,2018,Personality and Individual Differences,Małgorzata_Górnik-Durose_8
Małgorzata Górnik-Durose,https://orcid.org/0000-0003-3395-5324,https://doi.org/10.1080/00223980.2016.1252707,2017,Journal of Psychology: Interdisciplinary and Applied,Małgorzata_Górnik-Durose_9
Magdalena Hyla,https://orcid.org/0000-0003-2268-6456,https://doi.org/10.1016/j.jrp.2018.04.005,2018,Journal of Research in Personality,Magdalena_Hyla_1
Magdalena Hyla,https://orcid.org/0000-0003-2268-6456,Dlaczego opieramy się własnym marzeniom? Rozwój osobisty w perspektywie modelu elastyczności psychologicznej,2017,Chowanna,Magdalena_Hyla_2
Magdalena Hyla,https://orcid.org/0000-0003-2268-6456,https://doi.org/10.14691/cppj.23.2.347,2017,Czasopismo Psychologiczne,Magdalena_Hyla_3
Magdalena Hyla,https://orcid.org/0000-0003-2268-6456,https://doi.org/10.1515/ppb-2017-0030,2017,Polish Psychological Bulletin,Magdalena_Hyla_4
Michalina Ilska,https://orcid.org/0000-0002-1733-9604,https://doi.org/10.3390/ijerph182111140,2021-10-23,International Journal of Environmental Research and Public Health,Michalina_Ilska_1
Michalina Ilska,https://orcid.org/0000-0002-1733-9604,https://doi.org/10.1016/j.midw.2021.102940,2021-05,Midwifery,Michalina_Ilska_2
Michalina Ilska,https://orcid.org/0000-0002-1733-9604,https://doi.org/10.1038/s41598-021-85445-6,2021-03-04,Scientific Reports,Michalina_Ilska_3
Michalina Ilska,https://orcid.org/0000-0002-1733-9604,https://doi.org/10.1038/s41598-021-83915-5,2021-02-23,Scientific Reports,Michalina_Ilska_4
Michalina Ilska,https://orcid.org/0000-0002-1733-9604,https://doi.org/10.3390/ijerph17249436,2020-12-16,International Journal of Environmental Research and Public Health,Michalina_Ilska_5
Michalina Ilska,https://orcid.org/0000-0002-1733-9604,https://doi.org/10.1016/j.paid.2020.110098,2020-09,Personality and Individual Differences,Michalina_Ilska_6
Michalina Ilska,https://orcid.org/0000-0002-1733-9604,https://doi.org/10.1016/j.midw.2020.102731,2020-08,Midwifery,Michalina_Ilska_7
Michalina Ilska,https://orcid.org/0000-0002-1733-9604,https://doi.org/10.1080/13548506.2020.1737718,2020-05-27,"Psychology, Health & Medicine",Michalina_Ilska_8
Michalina Ilska,https://orcid.org/0000-0002-1733-9604,https://doi.org/10.5114/cipp.2020.94261,2020-04,Current Issues in Personality Psychology,Michalina_Ilska_9
Michalina Ilska,https://orcid.org/0000-0002-1733-9604,https://doi.org/10.29119/1641-3466.2019.141.8,2019,Scientific Papers of Silesian University of Technology. Organization and Management Series,Michalina_Ilska_10
Michalina Ilska,https://orcid.org/0000-0002-1733-9604,https://doi.org/10.29119/1641-3466.2019.141.1,2019,Zeszyty Naukowe. Organizacja i Zarządzanie / Politechnika Śląska,Michalina_Ilska_11
Michalina Ilska,https://orcid.org/0000-0002-1733-9604,"Lęk porodowy – czynniki ryzyka oraz jego wpływ na przebieg porodu, połogu oraz stan noworodka",2019,Ginekologia i Poloznictwo,Michalina_Ilska_12
Michalina Ilska,https://orcid.org/0000-0002-1733-9604,https://doi.org/10.29119/1641-3466.2019.141.14,2019,Zeszyty Naukowe. Organizacja i Zarządzanie / Politechnika Śląska,Michalina_Ilska_13
Michalina Ilska,https://orcid.org/0000-0002-1733-9604,"Labor anxiety–risk factors and impact on the course of labor, puerperium and neonatal condition",2019-01,GinPolMedProject,Michalina_Ilska_14
Michalina Ilska,https://orcid.org/0000-0002-1733-9604,Aktywność i satysfakcja seksualna kobiet w ciąży prawidłowej oraz wysokiego ryzyka,2018,Ginekologia i Poloznictwo,Michalina_Ilska_15
Michalina Ilska,https://orcid.org/0000-0002-1733-9604,Dobrostan hedonistyczny i eudajmonistyczny w sytuacjach kryzysów normatywnych i nienormatywnych,2018,Zeszyty Naukowe politechniki Śląskiej. Organizacja i Zarządzanie,Michalina_Ilska_16
Michalina Ilska,https://orcid.org/0000-0002-1733-9604,https://doi.org/10.5114/hpr.2017.68235,2017,Health Psychology Report,Michalina_Ilska_17
Michalina Ilska,https://orcid.org/0000-0002-1733-9604,https://doi.org/10.14656/pfp20170306,2017,Polskie Forum Psychologiczne,Michalina_Ilska_18
Michalina Ilska,https://orcid.org/0000-0002-1733-9604,„Małżonkowie powinni być najlepszymi przyjaciółmi”. Mity małżeńskie jako stereotypowe przekonania o małżeństwie – ich znaczenie w życiu pary i rodziny,2017,Humanum,Michalina_Ilska_19
Michalina Ilska,https://orcid.org/0000-0002-1733-9604,"Dobrze być dziadkiem…”; „Dobrze mieć dziadka…” – znaczenie zaangażowania dziadków w pomoc rodzinom oraz w opiekę nad wnukami, ",unrecovered,Społeczeństwo i Edukacja,Michalina_Ilska_20
Michalina Ilska,https://orcid.org/0000-0002-1733-9604,Sexual activity and sexual satisfaction of women in low-risk and high-risk pregnancy,unrecovered,Ginekologia i Położnictwo – Medical Project,Michalina_Ilska_21
Michalina Ilska,https://orcid.org/0000-0002-1733-9604,Status Socjoekonomiczny kobiet w okresie porozwodowym,unrecovered,Społeczeństwo i Edukacja,Michalina_Ilska_22
Łukasz Mateusz Jach,https://orcid.org/0000-0002-8215-0795,How to distinguish a “scientoskeptic” from a “scientoenthusiast”? Psychometric properties and criteria for qualitative interpretation of the scores of the Views of Science Questionnaire in a Polish quota sample,2021,Current Issues in Personality Psychology,Łukasz_Mateusz_Jach_1
Łukasz Mateusz Jach,https://orcid.org/0000-0002-8215-0795,Psychologiczne korelaty postaw wobec szczepionek na COVID-19 wśród polskich respondentów – migawkowe badanie przed rozpoczęciem masowej kampanii szczepień,2021,Przegląd Psychologiczny / The Review of Psychology,Łukasz_Mateusz_Jach_2
Łukasz Mateusz Jach,https://orcid.org/0000-0002-8215-0795,"Self-reported body weight and weight-related stigmatization experiences among young adult women—two contexts, but similar attitudes related to body image, mental self-schemas, self-esteem, and stereotypes of people with obesity",2021,PeerJ,Łukasz_Mateusz_Jach_3
Łukasz Mateusz Jach,https://orcid.org/0000-0002-8215-0795,https://doi.org/10.1016/j.paid.2021.110950,2021,Personality and Individual Differences,Łukasz_Mateusz_Jach_4
Łukasz Mateusz Jach,https://orcid.org/0000-0002-8215-0795,Funkcjonalność materializmu – perspektywa kulturowa i ewolucyjna,2020,Przegląd Psychologiczny / The Review of Psychology,Łukasz_Mateusz_Jach_5
Łukasz Mateusz Jach,https://orcid.org/0000-0002-8215-0795,https://doi.org/10.1177/1474704920961728,2020-11,Evolutionary Psychology,Łukasz_Mateusz_Jach_6
Łukasz Mateusz Jach,https://orcid.org/0000-0002-8215-0795,Scjentoteizm pod lupą. Konstrukcja i własności psychometryczne kwestionariusza do badania aspektów światopoglądu scjentystycznego,2019,Przegląd Psychologiczny,Łukasz_Mateusz_Jach_7
Łukasz Mateusz Jach,https://orcid.org/0000-0002-8215-0795,Spotlight on scientotheism. Structure and psychometric properties of the questionnaire for the study of scientistic worldview aspects,2019,The Review of Psychology,Łukasz_Mateusz_Jach_8
Łukasz Mateusz Jach,https://orcid.org/0000-0002-8215-0795,https://doi.org/10.15678/pjoep.2018.13.02,2018,Psychologia Ekonomiczna,Łukasz_Mateusz_Jach_9
Łukasz Mateusz Jach,https://orcid.org/0000-0002-8215-0795,https://doi.org/10.5114/cipp.2017.66890,2017,Current Issues in Personality Psychology,Łukasz_Mateusz_Jach_10
Łukasz Mateusz Jach,https://orcid.org/0000-0002-8215-0795,https://doi.org/10.15633/ss.2488,2017-07-31,Semina Scientiarum,Łukasz_Mateusz_Jach_11
Tomasz Daniel Jakubowski,https://orcid.org/0000-0002-1918-4028,https://doi.org/10.17504/protocols.io.bsd4na8w,2021-10-28,protocols.io,Tomasz_Daniel_Jakubowski_1
Tomasz Daniel Jakubowski,https://orcid.org/0000-0002-1918-4028,https://doi.org/10.1371/journal.pone.0259025,2021-10-27,PLOS ONE,Tomasz_Daniel_Jakubowski_2
Tomasz Daniel Jakubowski,https://orcid.org/0000-0002-1918-4028,https://doi.org/10.1371/journal.pone.0257252,2021-09-23,PLOS ONE,Tomasz_Daniel_Jakubowski_3
Tomasz Daniel Jakubowski,https://orcid.org/0000-0002-1918-4028,https://doi.org/10.12740/pp/onlinefirst/112442,2021-02-28,Psychiatria Polska,Tomasz_Daniel_Jakubowski_4
Tomasz Daniel Jakubowski,https://orcid.org/0000-0002-1918-4028,Transmęskości : studia przypadku osób transpłciowych typu K/M,2017,Humanum,Tomasz_Daniel_Jakubowski_5
Anna Janina Jazłowska,https://orcid.org/0000-0002-6471-2141,Doświadczanie stresu i odnajdywanie pozytywnych aspektów rodzicielstwa w kontekście wychowywania dziecka z niepełnosprawnością intelektualną,2019,"Dziecko krzywdzone. Teoria, badania, praktyka.",Anna_Janina_Jazłowska_1
Anna Janina Jazłowska,https://orcid.org/0000-0002-6471-2141,https://doi.org/10.29119/1641-3466.2019.141.10,2019,Zeszyty Naukowe. Organizacja i Zarządzanie / Politechnika Śląska,Anna_Janina_Jazłowska_2
Anna Janina Jazłowska,https://orcid.org/0000-0002-6471-2141,https://doi.org/10.5114/hpr.2018.71212,2018,Health Psychology Report,Anna_Janina_Jazłowska_3
Anna Janina Jazłowska,https://orcid.org/0000-0002-6471-2141,https://doi.org/10.15804/tner.2017.48.2.19,2017,New Educational Review,Anna_Janina_Jazłowska_4
Renata Kleszcz-Szczyrba,https://orcid.org/0000-0002-1242-3022,"Rodzina ekologiczna przyszłością ludzkości. Wspólne elementy zawarte w nauczaniu Pawła VI, Jana Pawła II oraz w pedagogice szensztackiej i koncepcjach antropologicznych prof. W. Fijałkowskiego",2019,Kwartalnik Naukowy Fides et Ratio,Renata_Kleszcz-Szczyrba_1
Dagna Joanna Kocur,https://orcid.org/0000-0003-0861-4579,https://doi.org/10.1016/j.paid.2020.110413,2021-02,Personality and Individual Differences,Dagna_Joanna_Kocur_1
Dagna Joanna Kocur,https://orcid.org/0000-0003-0861-4579,https://doi.org/10.1007/s12671-020-01450-2,2020-11,Mindfulness,Dagna_Joanna_Kocur_2
Dagna Joanna Kocur,https://orcid.org/0000-0003-0861-4579,https://doi.org/10.14691/cppj.25.1.79,2019,Czasopismo Psychologiczne,Dagna_Joanna_Kocur_3
Dagna Joanna Kocur,https://orcid.org/0000-0003-0861-4579,https://doi.org/10.24425/ppb.2019.131005,2019,Polish Psychological Bulletin,Dagna_Joanna_Kocur_4
Dagna Joanna Kocur,https://orcid.org/0000-0003-0861-4579,https://doi.org/10.12740/pp/80146,2019,Psychiatria Polska,Dagna_Joanna_Kocur_5
Dagna Joanna Kocur,https://orcid.org/0000-0003-0861-4579,Wpływ filmu 50 twarzy Greya na postawy wobec praktyk BDSM oraz zachowania seksualne,2019,Seksuologia Polska,Dagna_Joanna_Kocur_6
Dagna Joanna Kocur,https://orcid.org/0000-0003-0861-4579,Sexual life in patients with selected neurotic disorders ; Życie seksualne pacjentów cierpiących na wybrane zaburzenia nerwicowe,2017,,Dagna_Joanna_Kocur_7
Dagna Joanna Kocur,https://orcid.org/0000-0003-0861-4579,"Sexual life in patients with selected neurotic disorders,Zycie seksualne pacjentow cierpiacych na wybrane zaburzenia nerwicowe",2017,Seksuologia Polska,Dagna_Joanna_Kocur_8
Dagna Joanna Kocur,https://orcid.org/0000-0003-0861-4579,https://doi.org/10.15804/tner.2017.48.2.21,2017,New Educational Review,Dagna_Joanna_Kocur_9
Dagna Joanna Kocur,https://orcid.org/0000-0003-0861-4579,https://doi.org/10.5114/cipp.2018.72200,2017,,Dagna_Joanna_Kocur_10
Monika Kornaszewska-Polak,https://orcid.org/0000-0003-1421-1418,https://doi.org/10.25167/ff/3979,2021,Family Forum,Monika_Kornaszewska-Polak_1
Monika Kornaszewska-Polak,https://orcid.org/0000-0003-1421-1418,https://doi.org/10.34766/fetr.v46i2.839,2021,Kwartalnik Naukowy Fides et Ratio,Monika_Kornaszewska-Polak_2
Monika Kornaszewska-Polak,https://orcid.org/0000-0003-1421-1418,https://doi.org/10.15557/pipk.2019.0017,2019,Psychiatria i Psychologia Kliniczna,Monika_Kornaszewska-Polak_3
Monika Kornaszewska-Polak,https://orcid.org/0000-0003-1421-1418,https://doi.org/10.5114/ain.2019.90999,2019,Alkoholizm i Narkomania,Monika_Kornaszewska-Polak_4
Barbara Kożusznik,https://orcid.org/0000-0002-0574-8742,The relationship between coping strategies and sleep problems,2021,Annals of Behavioral Medicine,Barbara_Kożusznik_1
Barbara Kożusznik,https://orcid.org/0000-0002-0574-8742,Upokorzenie w pracy: koncepcje teoretyczne oraz znaczenie dla zdrowia pracowników i funkcjonowania organizacji,2021,Medycyna Pracy,Barbara_Kożusznik_2
Barbara Kożusznik,https://orcid.org/0000-0002-0574-8742,Stress in manual and autonomous modes of collaboration with a cobot,2020,Computer in Human Behaviors,Barbara_Kożusznik_3
Barbara Kożusznik,https://orcid.org/0000-0002-0574-8742,"Tactics of influence and deinfluentization, personality and the personal sense of power among Polish managers",2020,Roczniki Psychologiczne,Barbara_Kożusznik_4
Barbara Kożusznik,https://orcid.org/0000-0002-0574-8742,Ocena pracowników jako kluczowy proces w polityce kadrowej uczelni,2019,Gaz. Uniw. (Katowice),Barbara_Kożusznik_5
Barbara Kożusznik,https://orcid.org/0000-0002-0574-8742,https://doi.org/10.1108/bjm-01-2017-0023,2018,Balt. J. Manag,Barbara_Kożusznik_6
Barbara Kożusznik,https://orcid.org/0000-0002-0574-8742,System mediacji jako przykład współpracy na rzecz zapobiegania i rozwiązywania konfliktów wewnątrzorganizacyjnych,2017,Humanum,Barbara_Kożusznik_7
Anna Halina Latusek,https://orcid.org/0000-0002-7393-1231,https://doi.org/10.5114/cipp.2018.75647,2018,Current Issues in Personality Psychology,Anna_Halina_Latusek_1
