name,orcid,link,title,date,journal,id
Kamil Jezierski,https://orcid.org/0000-0001-6935-4710,https://doi.org/10.35765/hw.2019.1848.02,Wspólne wychowanie po rozwodzie jako wyzwanie współczesności,2019-12-30,Horyzonty Wychowania,Kamil_Jezierski_4
Agnieszka Krawczyk,https://orcid.org/0000-0003-3855-4490,https://doi.org/10.17399/hw.2017.163809,Location of Pain Control and Fatigue in Oncological Patients at Various Stages of Treatment.,2017,Horizons of Education,Agnieszka_Krawczyk_1
Krzysztof Kwapis,https://orcid.org/0000-0002-0359-6386,https://doi.org/10.24425/ppb.2021.137890,The Identity Dynamics Questionnaire (IDQ): Operationalization and Verification of the Identity Dynamics Model,2021,Polish Psychological Bulletin,Krzysztof_Kwapis_1
Krzysztof Kwapis,https://orcid.org/0000-0002-0359-6386,https://doi.org/10.12740/pp/onlinefirst/139887,Parental attitudes and intensification of borderline personality traits: the mediational role of self-control and identity integration,2021-10-04,Psychiatria Polska,Krzysztof_Kwapis_3
Łukasz Michalczyk,https://orcid.org/0000-0002-3174-0832,https://doi.org/10.1111/ejn.14773,Preparation of saccade sequences and eye programming affect endogenous covert attention,2020-09-22,European Journal of Neuroscience,Łukasz_Michalczyk_1
Łukasz Michalczyk,https://orcid.org/0000-0002-3174-0832,https://doi.org/10.1177/0033294119900348,Beta Neurofeedback Training Improves Attentional Control in the Elderly,2020-01-14,Psychological Reports,Łukasz_Michalczyk_2
Łukasz Michalczyk,https://orcid.org/0000-0002-3174-0832,https://doi.org/10.1007/s00221-019-05537-8,The gap effect reduces both manual and saccadic inhibition of return (IOR),2019-07-05,Experimental Brain Research,Łukasz_Michalczyk_3
Łukasz Michalczyk,https://orcid.org/0000-0002-3174-0832,https://doi.org/10.1177/0959354319834672,Is the premotor theory of attention essentially about pre-reflective intentionality?,2019-03-21,Theory & Psychology,Łukasz_Michalczyk_4
Krzysztof Waldemar Nowakowski,https://orcid.org/0000-0002-2982-5124,https://doi.org/10.12740/pp/onlinefirst/118139,"Psychopathic traits, psychological resilience and coping with stress in socially maladjusted youth",2021-10-31,Psychiatria Polska,Krzysztof_Waldemar_Nowakowski_1
Jacek Prusak,https://orcid.org/0000-0002-3204-2251,https://doi.org/10.12740/pp/onlinefirst/139887,Parental attitudes and intensification of borderline personality traits: the mediational role of self-control and identity integration,2021-10-04,Psychiatria Polska,Jacek_Prusak_1
Jacek Prusak,https://orcid.org/0000-0002-3204-2251,https://doi.org/10.3390/rel12070532,The Experience and Correlates of God’s Silence among Christians,2021-07-14,Religions,Jacek_Prusak_2
Jacek Prusak,https://orcid.org/0000-0002-3204-2251,https://doi.org/10.1177/0084672420983488,"The quality of life, meaning in life, positive orientation to life and gratitude of Catholic seminarians in Poland: A comparative analysis",2021-03,Archive for the Psychology of Religion,Jacek_Prusak_3
Jacek Prusak,https://orcid.org/0000-0002-3204-2251,https://doi.org/10.4467/25444972smpp.20.017.12333,Polscy migranci i norweska służba zdrowia: badanie pilotażowe,2020,Studia Migracyjne – Przegląd Polonijny,Jacek_Prusak_4
Jacek Prusak,https://orcid.org/0000-0002-3204-2251,https://doi.org/10.12740/pp/118599,"Paraphilias among Roman Catholic priests: what we know, and do not know, about sexual clergy-abusers of minors",2020-06-30,Psychiatria Polska,Jacek_Prusak_5
Jacek Prusak,https://orcid.org/0000-0002-3204-2251,https://doi.org/10.1080/10508619.2019.1687197,The Replication Crisis and Qualitative Research in the Psychology of Religion,2019-10-02,The International Journal for the Psychology of Religion,Jacek_Prusak_6
Irmina Barbara Rostek,https://orcid.org/0000-0002-8254-8867,https://doi.org/10.35765/hw.2168,Editorial: Daily life during a pandemic,2021-10-26,Horyzonty Wychowania,Irmina_Barbara_Rostek_1
Irmina Barbara Rostek,https://orcid.org/0000-0002-8254-8867,https://doi.org/10.35765/hw.2167,Edytorial: Codzienność w dobie pandemii,2021-10-26,Horyzonty Wychowania,Irmina_Barbara_Rostek_2
Irmina Barbara Rostek,https://orcid.org/0000-0002-8254-8867,https://doi.org/10.35765/hw.2075,Nastrój i emocje Polaków podczas pandemii COVID-19,2021-05-19,Horyzonty Wychowania,Irmina_Barbara_Rostek_3
Irmina Barbara Rostek,https://orcid.org/0000-0002-8254-8867,https://doi.org/10.35765/eetp.2019.1454.03,Narratives in STEM Education,2020-01-29,Edukacja Elementarna w Teorii i Praktyce,Irmina_Barbara_Rostek_4
Irmina Barbara Rostek,https://orcid.org/0000-0002-8254-8867,https://doi.org/10.35765/hw.2019.1848.02,Wspólne wychowanie po rozwodzie jako wyzwanie współczesności,2019-12-30,Horyzonty Wychowania,Irmina_Barbara_Rostek_5
Anna Schab-Przybycień,https://orcid.org/0000-0003-0520-3766,https://doi.org/10.1177/00846724211060391,Spiritual trauma as a manifestation of religious and spiritual struggles in female victims of sexual abuse in adolescence or young adulthood in the Catholic Church in Poland,2021-12-14,Archive for the Psychology of Religion,Anna_Schab-Przybycień_1
Anna Schab-Przybycień,https://orcid.org/0000-0003-0520-3766,https://doi.org/10.1111/ejn.14773,Preparation of saccade sequences and eye programming affect endogenous covert attention,2020-09,European Journal of Neuroscience,Anna_Schab-Przybycień_2
Katarzyna Sikora,https://orcid.org/0000-0002-5693-6639,https://doi.org/10.3389/fpsyg.2018.01899,	Placebo Groups in Research on the Effectiveness of ABA Therapeutic Techniques,2018-09,Frontiers in Psychology,Katarzyna_Sikora_1
Jerzy Smoleń,https://orcid.org/0000-0003-1655-1248,https://doi.org/10.18794/aams/137951,Sleep quality and depressive disorders among priests of the Archdiocese of Katowice,2021-10-25,Annales Academiae Medicae Silesiensis,Jerzy_Smoleń_1
Jerzy Smoleń,https://orcid.org/0000-0003-1655-1248,https://doi.org/10.21852/sem.2019.2.08,Pielgrzymowanie jako czynnik rozwoju człowieka,2019-09,Seminare. Poszukiwania naukowe,Jerzy_Smoleń_2
Małgorzata Steć,https://orcid.org/0000-0002-1841-9542,https://doi.org/10.4467/20843879pr.21.020.15221,Znaczenie podmiotu i jego wartości,2021-12-23,Psychologia Rozwojowa,Małgorzata_Steć_1
Małgorzata Steć,https://orcid.org/0000-0002-1841-9542,https://doi.org/10.4467/20843879pr.20.023.13160,"Sprawozdanie z 14. Międzynarodowego Sympozjum Moral Competence: Its Nature, Relevance, and Education",2020,Psychologia Rozwojowa,Małgorzata_Steć_2
Małgorzata Steć,https://orcid.org/0000-0002-1841-9542,https://doi.org/10.14746/eip.2018.2.8,University Students’ vs. Lay People’s Perspectives on Organ Donation and Improving Health Communication in Poland,2019-02-08,ETHICS IN PROGRESS,Małgorzata_Steć_3
Małgorzata Steć,https://orcid.org/0000-0002-1841-9542,https://doi.org/10.14746%2Ffped.2017.6.2.21,Dlaczego sesja KMDD®jest „szyta na miarę” dla naszego mózgu? Stymulacja kompetencji moralnej z perspektywy neuropsychologicznej,2017-01-01,Filozofia Publiczna i Edukacja Demokratyczna,Małgorzata_Steć_4
Małgorzata Steć,https://orcid.org/0000-0002-1841-9542,https://doi.org/10.14746%2Feip.2017.2.4,Is  The  Stimulation  of  Moral  Competence  with  KMDD® Well-suitedfor   Our   Brain?   A   Perspective   From Neuroethics,2017-01-01,Ethics in Progress,Małgorzata_Steć_5
Beata Winnicka,https://orcid.org/0000-0002-0392-6699,https://doi.org/10.4467/20843879pr.19.025.11731,"Recenzja książki: Mark H. Johnson, Michelle de Haan (2018), Neurokognitywistyka rozwoju. Wprowadzenie. Gdańsk: Harmonia Universalis",2019,Psychologia Rozwojowa,Beata_Winnicka_1
