Unnamed: 0,name,orcid,link,title,date,journal,id
37,Ewa Domaradzka-Woropińska,https://orcid.org/0000-0003-4654-9851,https://doi.org/10.1016/j.paid.2016.12.054,Construct validity of the Polish version of the reinforcement sensitivity theory-personality questionnaire,2017-04,Personality and Individual Differences,Ewa_Domaradzka-Woropińska_12
38,Ewa Domaradzka-Woropińska,https://orcid.org/0000-0003-4654-9851,https://doi.org/10.1080/02699931.2017.1295026,Attentional processing of emotional material in types of anxiety and depression,2017-03-08,Cognition and Emotion,Ewa_Domaradzka-Woropińska_13
39,Małgorzata Iwona Draps,https://orcid.org/0000-0003-2760-7796,https://doi.org/10.1556/2006.2021.00056,An empirical study of affective and cognitive functions in Compulsive Sexual Behavior Disorder,2021-10-05,Journal of Behavioral Addictions,Małgorzata_Iwona_Draps_1
40,Małgorzata Iwona Draps,https://orcid.org/0000-0003-2760-7796,https://doi.org/10.1016/j.neuroimage.2020.117544,Functional reorganization of the reading network in the course of foreign language acquisition,2021-02,NeuroImage,Małgorzata_Iwona_Draps_2
41,Małgorzata Iwona Draps,https://orcid.org/0000-0003-2760-7796,https://doi.org/10.1556/2006.7.2018.33,"""Pornographic binges"" as a key characteristic of males seeking treatment for compulsive sexual behaviors: Qualitative and quantitative 10-week-long diary assessment.",2018-06,Journal of behavioral addictions,Małgorzata_Iwona_Draps_3
42,Małgorzata Iwona Draps,https://orcid.org/0000-0003-2760-7796,https://doi.org/10.1017/s0033291717003385,Brain correlates of recognition of communicative interactions from biological motion in schizophrenia.,2017-11,Psychological medicine,Małgorzata_Iwona_Draps_4
43,Małgorzata Iwona Draps,https://orcid.org/0000-0003-2760-7796,https://doi.org/10.1038/npp.2017.78,Can Pornography be Addictive? An fMRI Study of Men Seeking Treatment for Problematic Pornography Use.,2017-09,Neuropsychopharmacology : official publication of the American College of Neuropsychopharmacology,Małgorzata_Iwona_Draps_5
44,Małgorzata Iwona Draps,https://orcid.org/0000-0003-2760-7796,https://doi.org/10.1016/j.ijpsycho.2017.04.006,Patterns of brain and cardiovascular activation while solving rule-discovery and rule-application numeric tasks.,2017-07,International journal of psychophysiology : official journal of the International Organization of Psychophysiology,Małgorzata_Iwona_Draps_6
45,Małgorzata Iwona Draps,https://orcid.org/0000-0003-2760-7796,https://doi.org/10.1038/s41598-017-00565-2,Social cognition in neuropsychiatric populations: a comparison of theory of mind in schizophrenia and mesial temporal lobe epilepsy.,2017-03,Scientific reports,Małgorzata_Iwona_Draps_7
46,Małgorzata Anna Fajkowska,https://orcid.org/0000-0002-4418-2294,https://doi.org/10.1111/jopy.12314,Personality Traits: Hierarchically Organized Systems,2018-02,Journal of Personality,Małgorzata_Anna_Fajkowska_1
47,Małgorzata Anna Fajkowska,https://orcid.org/0000-0002-4418-2294,https://doi.org/10.1111/jopy.12335,Status of the Trait Concept in Contemporary Personality Psychology: Are the Old Questions Still the Burning Questions?,2018-02,Journal of Personality,Małgorzata_Anna_Fajkowska_2
48,Łukasz Gawęda,https://orcid.org/0000-0001-6578-1846 ,https://doi.org/10.1007/s00406-019-01065-2,The role of expectancies and emotional load in false auditory perceptions among patients with schizophrenia spectrum disorders,2021-06-06,European Archives of Psychiatry and Clinical Neuroscience,Łukasz_Gawęda_1
49,Łukasz Gawęda,https://orcid.org/0000-0001-6578-1846 ,https://doi.org/10.1111/eip.12925,"Effects of traumatic life events, cognitive biases and variation in dopaminergic genes on psychosis proneness",2021-04-30,Early Intervention in Psychiatry,Łukasz_Gawęda_2
50,Łukasz Gawęda,https://orcid.org/0000-0001-6578-1846 ,https://doi.org/10.1093/schbul/sbaa125,"Toward a Complex Network of Risks for Psychosis: Combining Trauma, Cognitive Biases, Depression, and Psychotic-like Experiences on a Large Sample of Young Adults",2021-03-16,Schizophrenia Bulletin,Łukasz_Gawęda_3
51,Łukasz Gawęda,https://orcid.org/0000-0001-6578-1846 ,https://doi.org/10.1080/14459795.2020.1808045,The dimensional structure of the Yale-Brown Obsessive-Compulsive Scale for Pathological Gambling: functional differences between true compulsions and compulsive behavior,2021-01-02,International Gambling Studies,Łukasz_Gawęda_4
52,Łukasz Gawęda,https://orcid.org/0000-0001-6578-1846 ,https://doi.org/10.1016/j.concog.2019.102845,The neurophenomenology of early psychosis: An integrative empirical study,2020,Consciousness and Cognition,Łukasz_Gawęda_5
53,Łukasz Gawęda,https://orcid.org/0000-0001-6578-1846 ,https://doi.org/10.1192/j.eurpsy.2020.103,"Effects of interactions between variation in dopaminergic genes, traumatic life events, and anomalous self-experiences on psychosis proneness: Results from a cross-sectional study in a nonclinical sample",2020-11-20,European Psychiatry,Łukasz_Gawęda_6
54,Łukasz Gawęda,https://orcid.org/0000-0001-6578-1846 ,https://doi.org/10.1111/eip.12891,Shortcomings of calculating risk for psychosis: Critical remarks on predictive modelling in psychosis risk research,2020-04,Early Intervention in Psychiatry,Łukasz_Gawęda_7
55,Łukasz Gawęda,https://orcid.org/0000-0001-6578-1846 ,https://doi.org/10.1192/j.eurpsy.2020.31,"The interplay between childhood trauma, cognitive biases, and cannabis use on the risk of psychosis in nonclinical young adults in Poland",2020-03-23,European Psychiatry,Łukasz_Gawęda_8
56,Łukasz Gawęda,https://orcid.org/0000-0001-6578-1846 ,https://doi.org/10.1002/mpr.1809,"Prevalence, dimensionality and clinical relevance of self‐disturbances and psychotic‐like experiences in Polish young adults: a latent class analysis approach.",2020-03-05,International Journal of Methods in Psychiatric Research,Łukasz_Gawęda_9
57,Łukasz Gawęda,https://orcid.org/0000-0001-6578-1846 ,https://doi.org/10.1111/eip.12829,"Mediating role of cognitive biases, resilience and depressive symptoms in the relationship between childhood trauma and psychotic‐like experiences in young adults",2020-02-17,Early Intervention in Psychiatry,Łukasz_Gawęda_10
58,Łukasz Gawęda,https://orcid.org/0000-0001-6578-1846 ,https://doi.org/10.1017/s0033291718004026,"The interplay between childhood trauma, cognitive biases, psychotic-like experiences and depression and their additive impact on predicting lifetime suicidal behavior in young adults",2020-01-10,Psychological Medicine,Łukasz_Gawęda_11
59,Łukasz Gawęda,https://orcid.org/0000-0001-6578-1846 ,https://doi.org/10.1016/j.psychres.2019.01.044,A combination of self-disturbances and psychotic-like experiences. A cluster analysis study on a non-clinical sample in Poland,2019,Psychiatry Research,Łukasz_Gawęda_12
60,Łukasz Gawęda,https://orcid.org/0000-0001-6578-1846 ,https://doi.org/10.1093/schbul/sby156,A Cross-National Investigation of Hallucination-Like Experiences in 10 Countries: The E-CLECTIC Study,2019,Schizophrenia Bulletin,Łukasz_Gawęda_13
61,Łukasz Gawęda,https://orcid.org/0000-0001-6578-1846 ,https://doi.org/10.1016/j.psychres.2018.12.023,Cognitive mechanisms of alexithymia in schizophrenia: Investigating the role of basic neurocognitive functioning and cognitive biases,2019,Psychiatry Research,Łukasz_Gawęda_14
62,Łukasz Gawęda,https://orcid.org/0000-0001-6578-1846 ,https://doi.org/10.1016/j.schres.2018.11.034,Mediating role of aberrant salience and self-disturbances for the relationship between childhood trauma and psychotic-like experiences in the general population,2019,Schizophrenia Research,Łukasz_Gawęda_15
63,Łukasz Gawęda,https://orcid.org/0000-0001-6578-1846 ,https://doi.org/10.1016/j.jad.2019.05.008,Resilience and cognitive biases mediate the relationship between early exposure to traumatic life events and depressive symptoms in young adults,2019,Journal of Affective Disorders,Łukasz_Gawęda_16
64,Łukasz Gawęda,https://orcid.org/0000-0001-6578-1846 ,https://doi.org/10.1002/wps.20597,Testing a neurophenomenological model of basic self disturbance in early psychosis,2019,World Psychiatry,Łukasz_Gawęda_17
65,Łukasz Gawęda,https://orcid.org/0000-0001-6578-1846 ,https://doi.org/10.1016/j.eurpsy.2018.11.009,The mediating role of borderline personality features in the relationship between childhood trauma and psychotic-like experiences in a sample of help-seeking non-psychotic adolescents and young adults,2019,European Psychiatry,Łukasz_Gawęda_18
66,Łukasz Gawęda,https://orcid.org/0000-0001-6578-1846 ,https://doi.org/10.1016/j.psychres.2019.01.035,The relationship between jumping to conclusions and neuropsychological functioning in schizophrenia,2019,Psychiatry Research,Łukasz_Gawęda_19
67,Łukasz Gawęda,https://orcid.org/0000-0001-6578-1846 ,https://doi.org/10.1111/eip.12711,The construct validity of the Inventory of Psychotic‐Like Anomalous Self‐Experiences (IPASE) as a measure of minimal self‐disturbance: Preliminary data,2019-06-03,Early Intervention in Psychiatry,Łukasz_Gawęda_20
68,Łukasz Gawęda,https://orcid.org/0000-0001-6578-1846 ,https://doi.org/10.1080/13546805.2019.1611551,The impact of social and sensory stress on cognitive biases and delusions in schizophrenia,2019-05-04,Cognitive Neuropsychiatry,Łukasz_Gawęda_21
69,Łukasz Gawęda,https://orcid.org/0000-0001-6578-1846 ,https://doi.org/10.1007/s12144-018-0011-8,Experience-based knowledge increases confidence in discriminating our memories,2018,Current Psychology,Łukasz_Gawęda_22
70,Łukasz Gawęda,https://orcid.org/0000-0001-6578-1846 ,https://doi.org/10.1016/j.eurpsy.2017.09.003,Impaired action self-monitoring and cognitive confidence among ultra-high risk for psychosis and first-episode psychosis patients,2018,European Psychiatry,Łukasz_Gawęda_23
71,Łukasz Gawęda,https://orcid.org/0000-0001-6578-1846 ,https://doi.org/10.1007/s12035-017-0708-y,Interactions Between Variation in Candidate Genes and Environmental Factors in the Etiology of Schizophrenia and Bipolar Disorder: a Systematic Review,2018,Molecular Neurobiology,Łukasz_Gawęda_24
72,Łukasz Gawęda,https://orcid.org/0000-0001-6578-1846 ,https://doi.org/10.1016/j.psychres.2017.11.009,"Self-disturbances, cognitive biases and insecure attachment as mechanisms of the relationship between traumatic life events and psychotic-like experiences in non-clinical adults – A path analysis",2018,Psychiatry Research,Łukasz_Gawęda_25
73,Łukasz Gawęda,https://orcid.org/0000-0001-6578-1846 ,https://doi.org/10.1016/j.schres.2017.05.042,Self-reported cognitive distortions in the psychosis continuum: A Polish 18-item version of the Davos Assessment of Cognitive Biases Scale (DACOBS-18),2018,Schizophrenia Research,Łukasz_Gawęda_26
74,Łukasz Gawęda,https://orcid.org/0000-0001-6578-1846 ,https://doi.org/10.1016/j.schres.2017.07.023,The role of self-disturbances and cognitive biases in the relationship between traumatic life events and psychosis proneness in a non-clinical sample,2018,Schizophrenia Research,Łukasz_Gawęda_27
75,Łukasz Gawęda,https://orcid.org/0000-0001-6578-1846 ,https://doi.org/10.1037/abn0000262,A new paradigm to measure probabilistic reasoning and a possible answer to the question why psychosis-prone individuals jump to conclusions,2017,Journal of Abnormal Psychology,Łukasz_Gawęda_28
76,Łukasz Gawęda,https://orcid.org/0000-0001-6578-1846 ,https://doi.org/10.1016/j.rmed.2017.04.011,Agoraphobic avoidance predicts emotional distress and increased physical concerns in chronic obstructive pulmonary disease,2017,Respiratory Medicine,Łukasz_Gawęda_29
77,Łukasz Gawęda,https://orcid.org/0000-0001-6578-1846 ,https://doi.org/10.1080/17522439.2017.1300186,Do specific metacognitive training modules lead to specific cognitive changes among patients diagnosed with schizophrenia? A single module effectiveness pilot study,2017,Psychosis,Łukasz_Gawęda_30
79,Łukasz Gawęda,https://orcid.org/0000-0001-6578-1846 ,https://doi.org/10.1016/j.jbtep.2016.08.003,The relationship between cognitive biases and psychological dimensions of delusions: The importance of jumping to conclusions,2017,Journal of Behavior Therapy and Experimental Psychiatry,Łukasz_Gawęda_32
80,Mateusz Kazimierz Gola,https://orcid.org/0000-0002-9691-1102,https://doi.org/10.1111/add.15272,"Frequency of use, moral incongruence and religiosity and their relationships with self‐perceived addiction to pornography, internet use, social networking and online gaming",2021-04-06,Addiction,Mateusz_Kazimierz_Gola_1
81,Mateusz Kazimierz Gola,https://orcid.org/0000-0002-9691-1102,https://doi.org/10.2147/ndt.s221540,<p>Spotlight on Compulsive Sexual Behavior Disorder: A Systematic Review of Research on Women</p>,2020-09,Neuropsychiatric Disease and Treatment,Mateusz_Kazimierz_Gola_2
82,Mateusz Kazimierz Gola,https://orcid.org/0000-0002-9691-1102,https://doi.org/10.1037/abn0000501,Moral incongruence and compulsive sexual behavior: Results from cross-sectional interactions and parallel growth curve analyses.,2020-04,Journal of Abnormal Psychology,Mateusz_Kazimierz_Gola_3
83,Mateusz Kazimierz Gola,https://orcid.org/0000-0002-9691-1102,https://doi.org/10.1088/1741-2552/ab21f2,A comparative evaluation of signal quality between a research-grade and a wireless dry-electrode mobile EEG system,2019-09-19,Journal of Neural Engineering,Mateusz_Kazimierz_Gola_4
84,Mateusz Kazimierz Gola,https://orcid.org/0000-0002-9691-1102,https://doi.org/10.1007/s10508-018-1167-x,The Proof of the Pudding Is in the Tasting: Data Are Needed to Test Models and Hypotheses Related to Compulsive Sexual Behaviors,2018-07-20,Archives of Sexual Behavior,Mateusz_Kazimierz_Gola_5
85,Katarzyna Hamer-Den Heyer,https://orcid.org/0000-0003-1964-7763 ,https://doi.org/10.1177/1368430221992114,Stand out of my sunlight: The mediating role of climate change conspiracy beliefs in the relationship between national collective narcissism and acceptance of climate science,2021-07,Group Processes & Intergroup Relations,Katarzyna_Hamer-Den_Heyer_1
86,Katarzyna Hamer-Den Heyer,https://orcid.org/0000-0003-1964-7763 ,https://doi.org/10.1002/ijop.12678,Identification with all humanity—A test of the factorial structure and measurement invariance of the scale in five countries,2021-02-08,International Journal of Psychology,Katarzyna_Hamer-Den_Heyer_2
87,Katarzyna Hamer-Den Heyer,https://orcid.org/0000-0003-1964-7763 ,https://doi.org/10.1016/j.ijintrcl.2020.08.007,Seeing the human in everyone: Multicultural experiences predict more positive intergroup attitudes and humanitarian helping through identification with all humanity,2020,International Journal of Intercultural Relations,Katarzyna_Hamer-Den_Heyer_3
88,Katarzyna Hamer-Den Heyer,https://orcid.org/0000-0003-1964-7763 ,https://doi.org/10.1016/j.ijintrel.2020.08.007,Seeing the human in everyone: Multicultural experiences predict more positive intergroup attitudes and humanitarian helping through identification with all humanity,2020-11,International Journal of Intercultural Relations,Katarzyna_Hamer-Den_Heyer_4
89,Katarzyna Hamer-Den Heyer,https://orcid.org/0000-0003-1964-7763 ,https://doi.org/10.1016/j.paid.2018.12.019,What lies beneath? Predictors of identification with all humanity,2019-04,Personality and Individual Differences,Katarzyna_Hamer-Den_Heyer_5
90,Katarzyna Hamer-Den Heyer,https://orcid.org/0000-0003-1964-7763 ,https://doi.org/10.1111%2Fpops.12572,Global Human Identification and Citizenship: A Review of Psychological Studies,2019-03-20,Political Psychology,Katarzyna_Hamer-Den_Heyer_6
91,Katarzyna Hamer-Den Heyer,https://orcid.org/0000-0003-1964-7763 ,https://doi.org/10.1016/j.paid.2018.03.052,Between universalistic and defensive forms of group attachment. The indirect effects of national identification on intergroup forgiveness,2018,Personality and Individual Differences,Katarzyna_Hamer-Den_Heyer_7
92,Katarzyna Hamer-Den Heyer,https://orcid.org/0000-0003-1964-7763 ,https://doi.org/10.1177/1069397118816939,"What Is an “Ethnic Group” in Ordinary People’s Eyes? Different Ways of Understanding It Among American, British, Mexican, and Polish Respondents",2018,Cross-Cultural Research,Katarzyna_Hamer-Den_Heyer_8
94,Katarzyna Hamer-Den Heyer,https://orcid.org/0000-0003-1964-7763 ,https://doi.org/10.1016/j.paid.2016.09.058,“Humanum ignoscere est”. The relationship of national and supranational identifications with intergroup forgiveness,2017,Personality and Individual Differences,Katarzyna_Hamer-Den_Heyer_10
95,Krzysztof Kaniasty,https://orcid.org/0000-0003-4492-2843,https://doi.org/10.1002/jts.22629,"Mastery, Social Support, and Sense of Community as Protective Resources Against Psychological Distress Among Israelis Exposed to Prolonged Rocket Attacks",2021-06-21,Journal of Traumatic Stress,Krzysztof_Kaniasty_1
96,Krzysztof Kaniasty,https://orcid.org/0000-0003-4492-2843,https://doi.org/10.1037/tra0000981,Personal mastery and community dedication as mediators of the association of trauma exposure with PTSS and PTG.,2021-02,"Psychological Trauma: Theory, Research, Practice, and Policy",Krzysztof_Kaniasty_2
97,Jakub Kryś,https://orcid.org/0000-0003-0365-423X,https://doi.org/10.1080/17439760.2020.1858332,Societal emotional environments and cross-cultural differences in life satisfaction: A forty-nine country study,2021-06-30,The Journal of Positive Psychology,Jakub_Kryś_1
98,Jakub Kryś,https://orcid.org/0000-0003-0365-423X,https://doi.org/10.1007/s10902-020-00311-y,Personal Life Satisfaction as a Measure of Societal Happiness is an Individualistic Presumption: Evidence from Fifty Countries,2020,Journal of Happiness Studies,Jakub_Kryś_2
99,Jakub Kryś,https://orcid.org/0000-0003-0365-423X,https://doi.org/10.1080/21711976.2020.1734399,The role of urbanization of place of living in the relation between individual features and happiness (El papel del desarrollo urbanístico del lugar de residencia en la relación entre las características individuales y la felicidad),2020,Psyecology,Jakub_Kryś_3
100,Jakub Kryś,https://orcid.org/0000-0003-0365-423X,https://doi.org/10.1177/1354067x19868146,Psychologizing indexes of societal progress: Accounting for cultural diversity in preferred developmental pathways,2019-08-13,Culture & Psychology,Jakub_Kryś_4
101,Jakub Kryś,https://orcid.org/0000-0003-0365-423X,https://doi.org/10.1111/ajsp.12364,Putting the “we” into well‐being: Using collectivism‐themed measures of well‐being attenuates well‐being's association with individualism,2019-04-29,Asian Journal of Social Psychology,Jakub_Kryś_5
102,Jakub Kryś,https://orcid.org/0000-0003-0365-423X,https://doi.org/10.1007/s12144-019-00249-2,Family well-being is valued more than personal well-being: A four-country study,2019-04-27,Current Psychology,Jakub_Kryś_6
103,Jakub Kryś,https://orcid.org/0000-0003-0365-423X,https://doi.org/10.1080%2F02680939.2019.1576923,‘Better policies for better lives’?: constructive critique of the OECD’s (mis)measure of student well-being,2019-02-18,Journal of Education Policy,Jakub_Kryś_7
104,Jakub Kryś,https://orcid.org/0000-0003-0365-423X,https://doi.org/10.1002/ijop.12420,Catching up with wonderful women: The women-are-wonderful effect is smaller in more gender egalitarian societies,2017,International Journal of Psychology,Jakub_Kryś_8
105,Jakub Kryś,https://orcid.org/0000-0003-0365-423X,https://doi.org/10.1515/humor-2016-0087,"Punches or punchlines? Honor, face, and dignity cultures encourage different reactions to provocation ",2017,HUMOR International Journal of Humor Research,Jakub_Kryś_9
106,Jakub Kryś,https://orcid.org/0000-0003-0365-423X,https://doi.org/10.1037/str0000070,The Role of Organizational and Spouse Support in Solving Work-Life Conflict Among Migrants.,2017,International Journal of Stress Management,Jakub_Kryś_10
107,Anna Kwiatkowska,https://orcid.org/0000-0002-5867-7079 ,https://doi.org/10.1016/j.paid.2020.110540,"The link between ego-resiliency, social support, SARS-CoV-2 anxiety and trauma effects. Polish adaptation of the Coronavirus Anxiety Scale",2021-03,Personality and Individual Differences,Anna_Kwiatkowska_1
108,Klaudia Ewa Modlińska,https://orcid.org/0000-0002-2161-9019,https://doi.org/10.3390/foods10102420,Relationship between Acceptance of Insects as an Alternative to Meat and Willingness to Consume Insect-Based Food—A Study on a Representative Sample of the Polish Population,2021-10-13,Foods,Klaudia_Ewa_Modlińska_1
