Unnamed: 0,name,orcid,doi,title,date,journal,filename,Article_ID
207,Dorota Elżbieta Godlewska-Werner,https://orcid.org/0000-0002-0254-8163,empty,Zmiana pracy skutkiem doświadczania mobbingu,2017,Miscellanea Anthropologica et Sociologica,Dorota_Elżbieta_Godlewska-Werner_15,-737901098242003933
309,Rafał Marcin Lawendowski,https://orcid.org/0000-0002-7966-4293,empty,Rozwój tożsamości muzycznej w perspektywie dialogu z innymi,2017,Miscellanea Anthropologica et Sociologica,Rafał_Marcin_Lawendowski_8,3394464682287868795
310,Rafał Marcin Lawendowski,https://orcid.org/0000-0002-7966-4293,empty,Rozwój tożsamości muzycznej w perspektywie dialogu z innymi,2017,Miscellanea Anthropologica et Sociologica,Rafał_Marcin_Lawendowski_9,3394464682287868795
403,Beata Pastwa - Wojciechowska,https://orcid.org/0000-0002-0561-6125,empty,"Między empatią a psychopatią, czyli moralni nieskuteczni czy skuteczni niemoralni",2018,Nauka,Beata_Pastwa_-_Wojciechowska_7,-5100196754832213807
404,Beata Pastwa - Wojciechowska,https://orcid.org/0000-0002-0561-6125,empty,"Między empatią a psychopatią, czyli moralni nieskuteczni czy skuteczni niemoralni",2018,Nauka,Beata_Pastwa_-_Wojciechowska_8,-5100196754832213807
405,Beata Pastwa - Wojciechowska,https://orcid.org/0000-0002-0561-6125,empty,Wyobrażeniowy styl myślenia a mechanizmy kontroli emocjonalnej u funkcjonariuszy Samodzielnego Pododdziału Antyterrorystycznego Policji i Biura Ochrony Rządu,2018,Przegląd Naukowo -Metodyczny. Edukacja dla Bezpieczeństwa,Beata_Pastwa_-_Wojciechowska_9,-3913296011444595406
406,Beata Pastwa - Wojciechowska,https://orcid.org/0000-0002-0561-6125,empty,Wyobrażeniowy styl myślenia a mechanizmy kontroli emocjonalnej u funkcjonariuszy Samodzielnego Pododdziału Antyterrorystycznego Policji i Biura Ochrony Rządu,2018,Przegląd Naukowo -Metodyczny. Edukacja dla Bezpieczeństwa,Beata_Pastwa_-_Wojciechowska_10,-3913296011444595406
407,Beata Pastwa - Wojciechowska,https://orcid.org/0000-0002-0561-6125,empty,Czy policjantki potrzebują wsparcia przełożonych?,2017,Przegląd Policyjny,Beata_Pastwa_-_Wojciechowska_11,2463413963880738362
408,Beata Pastwa - Wojciechowska,https://orcid.org/0000-0002-0561-6125,empty,Czy policjantki potrzebują wsparcia przełożonych?,2017,Przegląd Policyjny,Beata_Pastwa_-_Wojciechowska_12,2463413963880738362
409,Beata Pastwa - Wojciechowska,https://orcid.org/0000-0002-0561-6125,empty,Facebook jako źródło wiedzy i niewiedzy na temat marihuany,2017,Przegląd Naukowo -Metodyczny. Edukacja dla Bezpieczeństwa,Beata_Pastwa_-_Wojciechowska_13,4024098138448513802
410,Beata Pastwa - Wojciechowska,https://orcid.org/0000-0002-0561-6125,empty,Facebook jako źródło wiedzy i niewiedzy na temat marihuany,2017,Przegląd Naukowo -Metodyczny. Edukacja dla Bezpieczeństwa,Beata_Pastwa_-_Wojciechowska_14,4024098138448513802
411,Beata Pastwa - Wojciechowska,https://orcid.org/0000-0002-0561-6125,empty,"Pesymizm czy optymizm terapeutyczny, czyli o efekcie zmiany w terapii uzależnienia od alkoholu w warunkach izolacji więziennej u osób z psychopatycznymi cechami osobowości",2017,Miscellanea Anthropologica et Sociologica,Beata_Pastwa_-_Wojciechowska_15,4368741822421152779
412,Beata Pastwa - Wojciechowska,https://orcid.org/0000-0002-0561-6125,empty,"Pesymizm czy optymizm terapeutyczny, czyli o efekcie zmiany w terapii uzależnienia od alkoholu w warunkach izolacji więziennej u osób z psychopatycznymi cechami osobowości",2017,Miscellanea Anthropologica et Sociologica,Beata_Pastwa_-_Wojciechowska_16,4368741822421152779
483,Artur Sawicki,https://orcid.org/0000-0001-6179-5765,empty,"Poszukiwanie wsparcia społecznego jako mediator związku cynicznej wrogości i bezradności, stanowiących współczesne zagrożenia społeczne",2017,Miscellanea Anthropologica et Sociologica,Artur_Sawicki_11,-2183149417318222873
484,Artur Sawicki,https://orcid.org/0000-0001-6179-5765,empty,"Poszukiwanie wsparcia społecznego jako mediator związku cynicznej wrogości i bezradności, stanowiących współczesne zagrożenia społeczne",2017,Miscellanea Anthropologica et Sociologica,Artur_Sawicki_12,-2183149417318222873
108,Zdzisław Kobos,https://orcid.org/0000-0002-8349-5349,empty,Psychological aspects of diving in selected theoretical and research perspectives,2018,Polish Hyperbaric Research,Zdzisław_Kobos_4,-4674950667051265477
109,Zdzisław Kobos,https://orcid.org/0000-0002-8349-5349,empty,Psychological aspects of diving in selected theoretical and research perspectives,2018,Polish Hyperbaric Research,Zdzisław_Kobos_5,-4674950667051265477
65,Tomasz Rafał Knopik,https://orcid.org/0000-0001-5253-7545,empty,Diagnoza kompetencji emocjonalno-społecznych uczniów zdolnych w środkowym wieku szkolnym z wykorzystaniem baterii TROS-KA - doniesienie z badań,2017,Ruch pedagogiczny,Tomasz_Rafał_Knopik_16,-6424876537819330422
66,Tomasz Rafał Knopik,https://orcid.org/0000-0001-5253-7545,empty,Diagnoza kompetencji emocjonalno-społecznych uczniów zdolnych w środkowym wieku szkolnym z wykorzystaniem baterii TROS-KA - doniesienie z badań,2017,Ruch pedagogiczny,Tomasz_Rafał_Knopik_17,-6424876537819330422
46,Lada Kaliská,https://orcid.org/0000-0001-9700-5980,empty,Editorial,2019,Školský psychológ,Lada_Kaliská_4,8820933709413371726
55,Lada Kaliská,https://orcid.org/0000-0001-9700-5980,empty,Editorial,2017,Školský psychológ,Lada_Kaliská_13,8820933709413371726
23,Tomasz Jerzy Baran,https://orcid.org/0000-0003-2922-7551,empty,Fear of missing out a korzystanie z urządzeń umożliwiających dostęp do mediów społecznościowych na podstawie badań polskich internautów,2018,Forum Socjologiczne,Tomasz_Jerzy_Baran_10,1256022941276418858
24,Tomasz Jerzy Baran,https://orcid.org/0000-0003-2922-7551,empty,Fear of missing out a korzystanie z urządzeń umożliwiających dostęp do mediów społecznościowych na podstawie badań polskich internautów,2018,Forum Socjologiczne,Tomasz_Jerzy_Baran_11,1256022941276418858
495,Marcin Tomasz Rzeszutek,https://orcid.org/0000-0002-4230-3806,empty,Kłopoty przy pomocy,2017,ACADEMIA: MAGAZYN POLSKIEJ AKADEMII NAUK,Marcin_Tomasz_Rzeszutek_33,398310215718893366
496,Marcin Tomasz Rzeszutek,https://orcid.org/0000-0002-4230-3806,empty,Kłopoty przy pomocy,2017,ACADEMIA: MAGAZYN POLSKIEJ AKADEMII NAUK,Marcin_Tomasz_Rzeszutek_34,398310215718893366
568,Anna Dorota Szuster-Kowalewicz,https://orcid.org/0000-0001-5362-0076,empty,Jak skutecznie ograniczyć cyberprzemoc rówieśniczą? – o efektywności metod aktywizujących kompetencje społeczne ze szczególnym uwzględnieniem empatii.,2018,"Dziecko krzywdzone. Teoria, badania, praktyka.",Anna_Dorota_Szuster-Kowalewicz_6,8057369340759512428
569,Anna Dorota Szuster-Kowalewicz,https://orcid.org/0000-0001-5362-0076,empty,Jak skutecznie ograniczyć cyberprzemoc rówieśniczą? – o efektywności metod aktywizujących kompetencje społeczne ze szczególnym uwzględnieniem empatii.,2018,"Dziecko krzywdzone. Teoria, badania, praktyka.",Anna_Dorota_Szuster-Kowalewicz_7,8057369340759512428
62,Karolina Kossakowska,https://orcid.org/0000-0003-3618-1918,empty,Ocena poziomu wydolności fizycznej u licealistów klas I i II,2018,Fizjoterapia Polska,Karolina_Kossakowska_15,6010540569899659505
63,Karolina Kossakowska,https://orcid.org/0000-0003-3618-1918,empty,Ocena poziomu wydolności fizycznej u licealistów klas I i II,2018,Fizjoterapia Polska,Karolina_Kossakowska_16,6010540569899659505
256,Marta Renata Znajmiecka,https://orcid.org/0000-0002-4710-7871,empty,Styl przywiązania a tolerancja niejednoznaczności w sytuacji podejmowania decyzji zawodowych przez młodych dorosłych. Mediacyjny efekt poczucia bezpieczeństwa,2020,Polskie Forum Psychologiczne,Marta_Renata_Znajmiecka_3,1963919682374526455
257,Marta Renata Znajmiecka,https://orcid.org/0000-0002-4710-7871,empty,Styl przywiązania a tolerancja niejednoznaczności w sytuacji podejmowania decyzji zawodowych przez młodych dorosłych. Mediacyjny efekt poczucia bezpieczeństwa,2020,Polskie Forum Psychologiczne,Marta_Renata_Znajmiecka_4,1963919682374526455
37,Michał Henryk Brol,https://orcid.org/0000-0002-5486-4571,empty,System mediacji jako przykład współpracy na rzecz zapobiegania i rozwiązywania konfliktów wewnątrzorganizacyjnych,2017,Humanum,Michał_Henryk_Brol_2,3242785168802078676
38,Michał Henryk Brol,https://orcid.org/0000-0002-5486-4571,empty,System mediacji jako przykład współpracy na rzecz zapobiegania i rozwiązywania konfliktów wewnątrzorganizacyjnych,2017,Humanum,Michał_Henryk_Brol_3,3242785168802078676
