Unnamed: 0.1,Unnamed: 0,name,orcid,doi,title,date,journal,filename,Article_ID
49,49,Jacek Prusak,https://orcid.org/0000-0002-3204-2251,https://doi.org/10.12740/pp/onlinefirst/139887,Parental attitudes and intensification of borderline personality traits: the mediational role of self-control and identity integration,2021-10-04,Psychiatria Polska,Jacek_Prusak_1,10-12740_pp_onlinefirst_139887
53,53,Jacek Prusak,https://orcid.org/0000-0002-3204-2251,https://doi.org/10.12740/pp/118599,"Paraphilias among Roman Catholic priests: what we know, and do not know, about sexual clergy-abusers of minors",2020-06-30,Psychiatria Polska,Jacek_Prusak_5,10-12740_pp_118599
56,56,Irmina Barbara Rostek,https://orcid.org/0000-0002-8254-8867,https://doi.org/10.35765/hw.2167,Edytorial: Codzienność w dobie pandemii,2021-10-26,Horyzonty Wychowania,Irmina_Barbara_Rostek_2,10-35765_hw-2167
60,60,Anna Schab-Przybycień,https://orcid.org/0000-0003-0520-3766,https://doi.org/10.1177/00846724211060391,Spiritual trauma as a manifestation of religious and spiritual struggles in female victims of sexual abuse in adolescence or young adulthood in the Catholic Church in Poland,2021-12-14,Archive for the Psychology of Religion,Anna_Schab-Przybycień_1,10-1177_00846724211060391
68,68,Małgorzata Steć,https://orcid.org/0000-0002-1841-9542,https://doi.org/10.14746%2Ffped.2017.6.2.21,Dlaczego sesja KMDD®jest „szyta na miarę” dla naszego mózgu? Stymulacja kompetencji moralnej z perspektywy neuropsychologicznej,2017-01-01,Filozofia Publiczna i Edukacja Demokratyczna,Małgorzata_Steć_4,10-14746%2Ffped-2017-6-2-21
69,69,Małgorzata Steć,https://orcid.org/0000-0002-1841-9542,https://doi.org/10.14746%2Feip.2017.2.4,Is  The  Stimulation  of  Moral  Competence  with  KMDD® Well-suitedfor   Our   Brain?   A   Perspective   From Neuroethics,2017-01-01,Ethics in Progress,Małgorzata_Steć_5,10-14746%2Feip-2017-2-4
5,5,Łukasz Baka,https://orcid.org/0000-0003-1173-9874,https://doi.org/10.5604/01.3001.0013.2411,Wybrane metody profilaktyki stresu wśród personelu medycznego psychiatrycznej opieki zdrowotnej,2019,Bezpieczeństwo Pracy. Nauka i Praktyka,Łukasz_Baka_6,10-5604_01-3001-0013-2411
6,6,Łukasz Baka,https://orcid.org/0000-0003-1173-9874,https://doi.org/10.13075/ijomeh.1896.00.01187,Development and validation of the polish version of colquitt’s organizational justice measure,2018,International Journal of Occupational Medicine and Environmental Health,Łukasz_Baka_7,10-13075_ijomeh-1896-00-01187
9,9,Łukasz Baka,https://orcid.org/0000-0003-1173-9874,https://doi.org/10.5604/01.3001.0010.8528,Stres w pracy personelu medycznego psychiatrycznej opieki zdrowotnej – przegląd badań,2018,Bezpieczeństwo Pracy. Nauka i Praktyka,Łukasz_Baka_10,10-5604_01-3001-0010-8528
23,23,Natalia Gawron,https://orcid.org/0000-0002-6052-1946,https://doi.org/10.5604/01.3001.0014.8895,NEUROPSYCHOLOGICAL EVALUATION OF NARRATIVE DISCOURSE PATTERNS IN INDIVIDUALS WITH EARLY STAGEVASCULAR DEMENTIA VS. PATIENTS WITH EARLY STAGE ALZHEIMER’S DISEASE,2021-03,Acta Neuropsychologica,Natalia_Gawron_3,10-5604_01-3001-0014-8895
26,26,Natalia Gawron,https://orcid.org/0000-0002-6052-1946,https://doi.org/10.1037/neu0000504,HIV and age underlie specific patterns of brain abnormalities and cognitive changes in high functioning patients.,2019-03,Neuropsychology,Natalia_Gawron_6,10-1037_neu0000504
398,401,Agnieszka Patrycja Pluta,https://orcid.org/0000-0002-4684-1919,https://doi.org/10.1037/neu0000504,HIV and age underlie specific patterns of brain abnormalities and cognitive changes in high functioning patients.,2019-03,Neuropsychology,Agnieszka_Patrycja_Pluta_15,10-1037_neu0000504
518,521,Marta Jolanta Sobańska,https://orcid.org/0000-0003-4242-308X,https://doi.org/10.1037/neu0000504,HIV and age underlie specific patterns of brain abnormalities and cognitive changes in high functioning patients.,2019-03,Neuropsychology,Marta_Jolanta_Sobańska_5,10-1037_neu0000504
26,26,Natalia Gawron,https://orcid.org/0000-0002-6052-1946,https://doi.org/10.1037/neu0000504,HIV and age underlie specific patterns of brain abnormalities and cognitive changes in high functioning patients.,2019-03,Neuropsychology,Natalia_Gawron_6,10-1037_neu0000504
398,401,Agnieszka Patrycja Pluta,https://orcid.org/0000-0002-4684-1919,https://doi.org/10.1037/neu0000504,HIV and age underlie specific patterns of brain abnormalities and cognitive changes in high functioning patients.,2019-03,Neuropsychology,Agnieszka_Patrycja_Pluta_15,10-1037_neu0000504
518,521,Marta Jolanta Sobańska,https://orcid.org/0000-0003-4242-308X,https://doi.org/10.1037/neu0000504,HIV and age underlie specific patterns of brain abnormalities and cognitive changes in high functioning patients.,2019-03,Neuropsychology,Marta_Jolanta_Sobańska_5,10-1037_neu0000504
26,26,Natalia Gawron,https://orcid.org/0000-0002-6052-1946,https://doi.org/10.1037/neu0000504,HIV and age underlie specific patterns of brain abnormalities and cognitive changes in high functioning patients.,2019-03,Neuropsychology,Natalia_Gawron_6,10-1037_neu0000504
398,401,Agnieszka Patrycja Pluta,https://orcid.org/0000-0002-4684-1919,https://doi.org/10.1037/neu0000504,HIV and age underlie specific patterns of brain abnormalities and cognitive changes in high functioning patients.,2019-03,Neuropsychology,Agnieszka_Patrycja_Pluta_15,10-1037_neu0000504
518,521,Marta Jolanta Sobańska,https://orcid.org/0000-0003-4242-308X,https://doi.org/10.1037/neu0000504,HIV and age underlie specific patterns of brain abnormalities and cognitive changes in high functioning patients.,2019-03,Neuropsychology,Marta_Jolanta_Sobańska_5,10-1037_neu0000504
50,50,Izabela Ewelina Kaźmierczak,https://orcid.org/0000-0003-3959-0178,https://doi.org/10.12740/pp/onlinefirst/122501,The Polish adaptation of the Disclosure of Trauma Questionnaire (DTQ),15/06/2020,Psychiatria Polska,Izabela_Ewelina_Kaźmierczak_3,10-12740_pp_onlinefirst_122501
461,464,Marcin Tomasz Rzeszutek,https://orcid.org/0000-0002-4230-3806,https://doi.org/10.12740/pp/onlinefirst/122501,The Polish adaptation of the Disclosure of Trauma Questionnaire (DTQ),2021-12-31,Psychiatria Polska,Marcin_Tomasz_Rzeszutek_2,10-12740_pp_onlinefirst_122501
66,66,Ewa Odachowska-Rogalska,https://orcid.org/0000-0002-6163-8353,https://doi.org/10.5604/01.3001.0012.4750,A DIFFICULT DIAGNOSIS. CONTROVERSIES AROUND PTSD AND ADHD,2018,EDUCATIONAL PSYCHOLOGY SPECIAL ISSUE 2018,Ewa_Odachowska-Rogalska_2,10-5604_01-3001-0012-4750
67,67,Ewa Odachowska-Rogalska,https://orcid.org/0000-0002-6163-8353,https://doi.org/10.15557/pipk.2018.0032,"Early childhood trauma, alexithymia, dissociation and the power of the body self",28/09/2018,Journal of Psychiatry and Clinical Psychology,Ewa_Odachowska-Rogalska_3,10-15557_pipk-2018-0032
1077,1077,Elżbieta Zdankiewicz-Ścigała,https://orcid.org/0000-0002-8275-2585,https://doi.org/10.15557/pipk.2018.0032,"Early childhood trauma, alexithymia, dissociation and the power of the body self",2018,Psychiatria i Psychologia Kliniczna,Elżbieta_Zdankiewicz-Ścigała_11,10-15557_pipk-2018-0032
71,71,Magdalena Poraj-Weder,https://orcid.org/0000-0003-0558-9195,https://doi.org/10.5604/01.3001.0014.2650,"Money, possessions and happiness: The relationships beetwen subjective and relative assessment of young adults’ material situation, materialism and well-being",2020-06,Psychologia Wychowawcz,Magdalena_Poraj-Weder_2,10-5604_01-3001-0014-2650
73,73,Magdalena Poraj-Weder,https://orcid.org/0000-0003-0558-9195,https://doi.org/10.14656/pfp20170408,Niedaleko pada jabłko od jabłoni? O transmisji materialistycznych wzorców w diadzie matka-córka,2017,Polskie Forum Psychologiczne,Magdalena_Poraj-Weder_4,10-14656_pfp20170408
75,75,Katarzyna Prot-Klinger,https://orcid.org/0000-0002-5202-1511,https://doi.org/10.12740/pt/110455,Group analytic psychotherapy of psychotic patients,07/09/2019,Psychoterapia,Katarzyna_Prot-Klinger_1,10-12740_pt_110455
94,94,Marcin Modest Sękowski,https://orcid.org/0000-0001-6736-0957,https://doi.org/10.1037/pap0000373,"Differences in the sense of identity between men with alcohol use disorder, drug use disorder, and control group.",2021-07,Psychoanalytic Psychology,Marcin_Modest_Sękowski_1,10-1037_pap0000373
223,223,Ewa Wojtynkiewicz,https://orcid.org/0000-0002-5419-8695,https://doi.org/10.1037/pap0000373,"Differences in the sense of identity between men with alcohol use disorder, drug use disorder, and control group.",2021-07,Psychoanalytic Psychology,Ewa_Wojtynkiewicz_1,10-1037_pap0000373
94,94,Marcin Modest Sękowski,https://orcid.org/0000-0001-6736-0957,https://doi.org/10.1037/pap0000373,"Differences in the sense of identity between men with alcohol use disorder, drug use disorder, and control group.",2021-07,Psychoanalytic Psychology,Marcin_Modest_Sękowski_1,10-1037_pap0000373
223,223,Ewa Wojtynkiewicz,https://orcid.org/0000-0002-5419-8695,https://doi.org/10.1037/pap0000373,"Differences in the sense of identity between men with alcohol use disorder, drug use disorder, and control group.",2021-07,Psychoanalytic Psychology,Ewa_Wojtynkiewicz_1,10-1037_pap0000373
116,116,Anna Więcek-Durańska,https://orcid.org/0000-0001-5566-8313,https://doi.org/10.12740/pp/onlinefirst/111622,Female perpetrators of rape with particular cruelty,28/02/2021,Psychiatria Polska,Anna_Więcek-Durańska_1,10-12740_pp_onlinefirst_111622
122,122,Dominika Magdalena Zakrzewska-Olędzka,https://orcid.org/0000-0003-2744-7905,https://doi.org/10.26881/pwe.2019.45.07,Refleksje nad zastosowaniem korczakowskich metod partycypacyjnej pracy z dziećmi w obozach dla uchodźców,30/06/2019,Problemy Wczesnej Edukacji,Dominika_Magdalena_Zakrzewska-Olędzka_6,10-26881_pwe-2019-45-07
0,0,Łukasz Bola,https://orcid.org/0000-0003-3774-8664,https://doi.org/10.1016/j.neuroimage.2020.117613,Brain plasticity dynamics during tactile Braille learning in sighted subjects: Multi-contrast MRI approach,2021,NeuroImage,Łukasz_Bola_7,10-1016_j-neuroimage-2020-117613
1,1,Łukasz Bola,https://orcid.org/0000-0003-3774-8664,https://doi.org/10.1007/s11682-020-00346-y,Early deafness leads to re-shaping of functional connectivity beyond the auditory cortex,2021,Brain Imaging and Behavior,Łukasz_Bola_8,10-1007_s11682-020-00346-y
2,2,Łukasz Bola,https://orcid.org/0000-0003-3774-8664,https://doi.org/10.1016/j.neuroimage.2020.117544,Functional reorganization of the reading network in the course of foreign language acquisition,2021,NeuroImage,Łukasz_Bola_9,10-1016_j-neuroimage-2020-117544
40,40,Małgorzata Iwona Draps,https://orcid.org/0000-0003-2760-7796,https://doi.org/10.1016/j.neuroimage.2020.117544,Functional reorganization of the reading network in the course of foreign language acquisition,2021-02,NeuroImage,Małgorzata_Iwona_Draps_2,10-1016_j-neuroimage-2020-117544
3,3,Łukasz Bola,https://orcid.org/0000-0003-3774-8664,https://doi.org/10.1016/j.cortex.2020.10.025,The role of the superior parietal lobule in lexical processing of sign language: Insights from fMRI and TMS,2021,Cortex,Łukasz_Bola_10,10-1016_j-cortex-2020-10-025
4,4,Łukasz Bola,https://orcid.org/0000-0003-3774-8664,https://doi.org/10.1523/jneurosci.2242-20.2021,Temporal Dynamics of Brain White Matter Plasticity in Sighted Subjects during Tactile Braille Learning: A Longitudinal Diffusion Tensor Imaging Study.,2021-07,The Journal of neuroscience : the official journal of the Society for Neuroscience,Łukasz_Bola_11,10-1523_jneurosci-2242-20-2021
5,5,Łukasz Bola,https://orcid.org/0000-0003-3774-8664,https://doi.org/10.1002/hbm.25229,Multimodal imaging of brain reorganization in hearing late learners of sign language.,2020-10,Human brain mapping,Łukasz_Bola_12,10-1002_hbm-25229
6,6,Łukasz Bola,https://orcid.org/0000-0003-3774-8664,https://doi.org/10.1016/j.cub.2020.05.071,"Decoding Natural Sounds in Early ""Visual"" Cortex of Congenitally Blind Individuals.",2020-06,Current biology : CB,Łukasz_Bola_13,10-1016_j-cub-2020-05-071
20,20,Amadeusz Dawid Citlak,https://orcid.org/0000-0001-6550-1891 ,https://doi.org/10.7366/1896180020163904,O empirycznym wykorzystaniu teorii kratyzmu W. Witwickiego,2019-07-05,Psychologia Społeczna,Amadeusz_Dawid_Citlak_6,10-7366_1896180020163904
24,24,Amadeusz Dawid Citlak,https://orcid.org/0000-0001-6550-1891 ,https://doi.org/10.31743/biban.10655,Beyond Depth Psychology – Biblical Discourse in the Light of Social Scientific Criticism,2018-01-03,The Biblical Annals,Amadeusz_Dawid_Citlak_10,10-31743_biban-10655
27,27,Ewa Domaradzka-Woropińska,https://orcid.org/0000-0003-4654-9851,https://doi.org/10.1027/1614-0001/a000279,Structure of Affect in Types of Anxiety and Depression,2019,Journal of Individual Differences,Ewa_Domaradzka-Woropińska_2,10-1027_1614-0001_a000279
82,82,Mateusz Kazimierz Gola,https://orcid.org/0000-0002-9691-1102,https://doi.org/10.1037/abn0000501,Moral incongruence and compulsive sexual behavior: Results from cross-sectional interactions and parallel growth curve analyses.,2020-04,Journal of Abnormal Psychology,Mateusz_Kazimierz_Gola_3,10-1037_abn0000501
160,160,Karol Lewczuk,https://orcid.org/0000-0003-2437-2450,https://doi.org/10.1037/abn0000501,Moral incongruence and compulsive sexual behavior: Results from cross-sectional interactions and parallel growth curve analyses.,2020-04,Journal of Abnormal Psychology,Karol_Lewczuk_12,10-1037_abn0000501
82,82,Mateusz Kazimierz Gola,https://orcid.org/0000-0002-9691-1102,https://doi.org/10.1037/abn0000501,Moral incongruence and compulsive sexual behavior: Results from cross-sectional interactions and parallel growth curve analyses.,2020-04,Journal of Abnormal Psychology,Mateusz_Kazimierz_Gola_3,10-1037_abn0000501
160,160,Karol Lewczuk,https://orcid.org/0000-0003-2437-2450,https://doi.org/10.1037/abn0000501,Moral incongruence and compulsive sexual behavior: Results from cross-sectional interactions and parallel growth curve analyses.,2020-04,Journal of Abnormal Psychology,Karol_Lewczuk_12,10-1037_abn0000501
87,87,Katarzyna Hamer-Den Heyer,https://orcid.org/0000-0003-1964-7763 ,https://doi.org/10.1016/j.ijintrcl.2020.08.007,Seeing the human in everyone: Multicultural experiences predict more positive intergroup attitudes and humanitarian helping through identification with all humanity,2020,International Journal of Intercultural Relations,Katarzyna_Hamer-Den_Heyer_3,10-1016_j-ijintrcl-2020-08-007
90,90,Katarzyna Hamer-Den Heyer,https://orcid.org/0000-0003-1964-7763 ,https://doi.org/10.1111%2Fpops.12572,Global Human Identification and Citizenship: A Review of Psychological Studies,2019-03-20,Political Psychology,Katarzyna_Hamer-Den_Heyer_6,10-1111%2Fpops-12572
96,96,Krzysztof Kaniasty,https://orcid.org/0000-0003-4492-2843,https://doi.org/10.1037/tra0000981,Personal mastery and community dedication as mediators of the association of trauma exposure with PTSS and PTG.,2021-02,"Psychological Trauma: Theory, Research, Practice, and Policy",Krzysztof_Kaniasty_2,10-1037_tra0000981
103,103,Jakub Kryś,https://orcid.org/0000-0003-0365-423X,https://doi.org/10.1080%2F02680939.2019.1576923,‘Better policies for better lives’?: constructive critique of the OECD’s (mis)measure of student well-being,2019-02-18,Journal of Education Policy,Jakub_Kryś_7,10-1080%2F02680939-2019-1576923
106,106,Jakub Kryś,https://orcid.org/0000-0003-0365-423X,https://doi.org/10.1037/str0000070,The Role of Organizational and Spouse Support in Solving Work-Life Conflict Among Migrants.,2017,International Journal of Stress Management,Jakub_Kryś_10,10-1037_str0000070
293,293,Natasza Joanna Kosakowska-Berezecka,https://orcid.org/0000-0003-3503-3921,https://doi.org/10.1037/str0000070,The role of organizational and spouse support in solving work-life conflict among migrants,2018,International Journal of Stress Management,Natasza_Joanna_Kosakowska-Berezecka_10,10-1037_str0000070
106,106,Jakub Kryś,https://orcid.org/0000-0003-0365-423X,https://doi.org/10.1037/str0000070,The Role of Organizational and Spouse Support in Solving Work-Life Conflict Among Migrants.,2017,International Journal of Stress Management,Jakub_Kryś_10,10-1037_str0000070
293,293,Natasza Joanna Kosakowska-Berezecka,https://orcid.org/0000-0003-3503-3921,https://doi.org/10.1037/str0000070,The role of organizational and spouse support in solving work-life conflict among migrants,2018,International Journal of Stress Management,Natasza_Joanna_Kosakowska-Berezecka_10,10-1037_str0000070
134,134,Łukasz Piotr Okruszek,https://orcid.org/0000-0002-7136-2864,https://doi.org/10.12740/pp/112265,Polish version of the Hinting Task – pilot study with patients with schizophrenia,2020-08-31,Psychiatria Polska,Łukasz_Piotr_Okruszek_9,10-12740_pp_112265
139,139,Łukasz Piotr Okruszek,https://orcid.org/0000-0002-7136-2864,https://doi.org/10.1037/abn0000335,"Biological motion sensitivity, but not interpersonal predictive coding is impaired in schizophreniac",2018,Journal of Abnormal Psychology,Łukasz_Piotr_Okruszek_14,10-1037_abn0000335
178,178,Przemysław Tomalski,https://orcid.org/0000-0002-0390-5759,https://doi.org/10.14656%2Fpfp20180105,Rozwój funkcjonalny mózgu na przykładzie korowych mechanizmów percepcji twarzy i mowy u niemowląt,2018-01,Polskie Forum Psychologiczne,Przemysław_Tomalski_12,10-14656%2Fpfp20180105
13,13,Rafał Piotr Bartczuk,https://orcid.org/0000-0002-0433-7327,https://doi.org/10.26325/genpr.2019.1.1,Classic anatomical models are still effective in the didactics of human anatomy,2019,General and Professional Education,Rafał_Piotr_Bartczuk_14,10-26325_genpr-2019-1-1
22,22,Wacław Jan Bąk,https://orcid.org/0000-0001-8629-6292,https://doi.org/10.1017/s0144686x21001689,Relationship between self-assessed health and life satisfaction in older adults: the moderating role of ego-resiliency,2021-11-15,Ageing and Society,Wacław_Jan_Bąk_1,10-1017_s0144686x21001689
41,41,Paweł Jan Brudek,https://orcid.org/0000-0003-0251-9415,https://doi.org/10.1017/s0144686x21001689,Relationship between self-assessed health and life satisfaction in older adults: the moderating role of ego-resiliency,2021-11-15,Ageing and Society,Paweł_Jan_Brudek_2,10-1017_s0144686x21001689
15,15,Donat Dutkiewicz,https://orcid.org/0000-0003-3556-9363,https://doi.org/10.1017/s0144686x21001689,Relationship between self-assessed health and life satisfaction in older adults: the moderating role of ego-resiliency,2021-11-15,Ageing and Society,Donat_Dutkiewicz_1,10-1017_s0144686x21001689
22,22,Wacław Jan Bąk,https://orcid.org/0000-0001-8629-6292,https://doi.org/10.1017/s0144686x21001689,Relationship between self-assessed health and life satisfaction in older adults: the moderating role of ego-resiliency,2021-11-15,Ageing and Society,Wacław_Jan_Bąk_1,10-1017_s0144686x21001689
41,41,Paweł Jan Brudek,https://orcid.org/0000-0003-0251-9415,https://doi.org/10.1017/s0144686x21001689,Relationship between self-assessed health and life satisfaction in older adults: the moderating role of ego-resiliency,2021-11-15,Ageing and Society,Paweł_Jan_Brudek_2,10-1017_s0144686x21001689
15,15,Donat Dutkiewicz,https://orcid.org/0000-0003-3556-9363,https://doi.org/10.1017/s0144686x21001689,Relationship between self-assessed health and life satisfaction in older adults: the moderating role of ego-resiliency,2021-11-15,Ageing and Society,Donat_Dutkiewicz_1,10-1017_s0144686x21001689
22,22,Wacław Jan Bąk,https://orcid.org/0000-0001-8629-6292,https://doi.org/10.1017/s0144686x21001689,Relationship between self-assessed health and life satisfaction in older adults: the moderating role of ego-resiliency,2021-11-15,Ageing and Society,Wacław_Jan_Bąk_1,10-1017_s0144686x21001689
41,41,Paweł Jan Brudek,https://orcid.org/0000-0003-0251-9415,https://doi.org/10.1017/s0144686x21001689,Relationship between self-assessed health and life satisfaction in older adults: the moderating role of ego-resiliency,2021-11-15,Ageing and Society,Paweł_Jan_Brudek_2,10-1017_s0144686x21001689
15,15,Donat Dutkiewicz,https://orcid.org/0000-0003-3556-9363,https://doi.org/10.1017/s0144686x21001689,Relationship between self-assessed health and life satisfaction in older adults: the moderating role of ego-resiliency,2021-11-15,Ageing and Society,Donat_Dutkiewicz_1,10-1017_s0144686x21001689
40,40,Paweł Jan Brudek,https://orcid.org/0000-0003-0251-9415,https://doi.org/10.12740/pp/120790,Polish Version of Lars Tornstam’s Gerotranscendence Scale Type 2 (GST2-PL),2021-12-31,Psychiatria Polska,Paweł_Jan_Brudek_1,10-12740_pp_120790
72,72,Monika Dacka,https://orcid.org/0000-0001-7029-7696,https://doi.org/10.17951/j.2021.34.3.221-232,Characterization of Chronic Fatigue in Polish Men Aged 13–24,2021-12-23,"Annales Universitatis Mariae Curie-Skłodowska, sectio J – Paedagogia-Psychologia",Monika_Dacka_2,10-17951_j-2021-34-3-221-232
73,73,Monika Dacka,https://orcid.org/0000-0001-7029-7696,https://doi.org/10.17951/j.2021.34.3.181-198,Death as a Difficult Event in a Child’s Life,2021-12-23,"Annales Universitatis Mariae Curie-Skłodowska, sectio J – Paedagogia-Psychologia",Monika_Dacka_3,10-17951_j-2021-34-3-181-198
75,75,Tomasz Jankowski,https://orcid.org/0000-0002-0636-3051,https://doi.org/10.1027/1015-5759/a000603,Is Future Time Perspective Multidimensional?: The Future Time Perspective Scale in a Polish Sample,2020,European Journal of Psychological Assessment,Tomasz_Jankowski_2,10-1027_1015-5759_a000603
523,526,Małgorzata Sobol,https://orcid.org/0000-0003-0634-9134,https://doi.org/10.1027/1015-5759/a000603,Is Future Time Perspective Multidimensional?: The Future Time Perspective Scale in a Polish Sample,2020,European Journal of Psychological Assessment,Małgorzata_Sobol_3,10-1027_1015-5759_a000603
75,75,Tomasz Jankowski,https://orcid.org/0000-0002-0636-3051,https://doi.org/10.1027/1015-5759/a000603,Is Future Time Perspective Multidimensional?: The Future Time Perspective Scale in a Polish Sample,2020,European Journal of Psychological Assessment,Tomasz_Jankowski_2,10-1027_1015-5759_a000603
523,526,Małgorzata Sobol,https://orcid.org/0000-0003-0634-9134,https://doi.org/10.1027/1015-5759/a000603,Is Future Time Perspective Multidimensional?: The Future Time Perspective Scale in a Polish Sample,2020,European Journal of Psychological Assessment,Małgorzata_Sobol_3,10-1027_1015-5759_a000603
83,83,Dorota Krystyna Kuncewicz,https://orcid.org/0000-0002-9717-7333,https://doi.org/10.1075/ni.17080.kun,Stability of hidden stories,2019,Narrative Inquiry,Dorota_Krystyna_Kuncewicz_1,10-1075_ni-17080-kun
